ID,name,location,type,adname,address,X,Y
30,裕昌纸塑印刷厂,"116.727499,23.429894",公司企业;公司;冶金化工,龙湖区,昌业街9号,116.727499,23.429894
31,金灏东五金加工厂,"116.743467,23.418215",公司企业;公司;冶金化工,龙湖区,外砂街道澄海区华新村新郁园鸿特毛衫3o2金灏东五金加工厂,116.743467,23.418215
32,汕头食用盐加工厂,"116.723901,23.434520",公司企业;公司;冶金化工,龙湖区,渔五路与415乡道交叉口西北400米,116.723901,23.43452
33,龙海化工,"116.782504,23.381111",公司企业;公司;冶金化工,龙湖区,金鸿公路15号立邦专卖店,116.782504,23.381111
34,汕头市雅裕门厂,"116.713743,23.443739",公司企业;公司;冶金化工,龙湖区,蔡社渔津北街与洋园路交叉路口往东南约190米,116.713743,23.443739
35,伟叔食品厂,"116.784430,23.389651",公司企业;公司;冶金化工,龙湖区,X063(昆仑山路),116.78443,23.389651
36,汕维金属剪压刨加工厂,"116.789187,23.383846",公司企业;公司;冶金化工,龙湖区,金新路与太湖路交叉路口往西北约290米,116.789187,23.383846
37,万丽厂,"116.753272,23.442480",公司企业;公司;冶金化工,龙湖区,金林路与蓬发路交叉口西80米,116.753272,23.44248
38,毛衫刷毛钉珠加工厂,"116.772987,23.416728",公司企业;公司;冶金化工,龙湖区,北兴路新溪中心小学北侧约130米,116.772987,23.416728
39,汕头市尚美乐食品厂,"116.710112,23.455180",公司企业;公司;冶金化工,龙湖区,洋园路旦家园学校东北侧约50米,116.710112,23.45518
40,威斯特服装厂,"116.719532,23.376576",公司企业;公司;冶金化工,龙湖区,练江中路h3栋4楼,116.719532,23.376576
41,明利日用塑料厂,"116.751030,23.440120",公司企业;公司;冶金化工,龙湖区,外砂街道蓬发大道工业区,116.75103,23.44012
42,外砂成建副食品厂,"116.727967,23.446746",公司企业;公司;冶金化工,龙湖区,G78(汕昆高速),116.727967,23.446746
43,海华印刷厂,"116.718793,23.410538",公司企业;公司;冶金化工,龙湖区,金汕樟北路海鸥大酒店隔壁新厂房A栋六楼,116.718793,23.410538
44,优秀服装厂,"116.719825,23.387095",公司企业;公司;冶金化工,龙湖区,科技东路11号二楼,116.719825,23.387095
45,恒俊鞋厂,"116.734710,23.394840",公司企业;公司;冶金化工,龙湖区,夏桂埔桂顺路19号3楼(原群星学校对面),116.73471,23.39484
46,广隆达毛衣厂,"116.787023,23.430987",公司企业;公司;冶金化工,龙湖区,外砂街道五香溪村四龙片中九巷8号,116.787023,23.430987
47,汕头龙珠水质净化厂,"116.752288,23.340539",公司企业;公司;冶金化工,龙湖区,中山东路249号(妈屿渡口旁),116.752288,23.340539
48,俊伟工艺厂,"116.745575,23.377062",公司企业;公司;冶金化工,龙湖区,珠江路珠业二街5号,116.745575,23.377062
49,南方制罐厂,"116.719849,23.408258",公司企业;公司;冶金化工,龙湖区,汕樟路尾凯达泓工业城内,116.719849,23.408258
50,虹桥变速机厂,"116.736780,23.371124",公司企业;公司;冶金化工,龙湖区,春华路,116.73678,23.371124
51,津港染厂,"116.741725,23.430641",公司企业;公司;冶金化工,龙湖区,凤华路中国石油(华达加油站)西北侧约160米,116.741725,23.430641
52,嘉源洗熨厂,"116.762492,23.443046",公司企业;公司;冶金化工,龙湖区,外砂镇李厝陇源工业区(诒乐幼儿园隔壁),116.762492,23.443046
53,永大自动化非标设备厂,"116.786103,23.412003",公司企业;公司;冶金化工,龙湖区,三头路(上头合村附近),116.786103,23.412003
54,汕头市长盛贵电脑裥棉厂,"116.739108,23.395817",公司企业;公司;冶金化工,龙湖区,周厝塭新联南街与西宁路交界处,116.739108,23.395817
55,敬盛鱼露厂,"116.751948,23.443189",公司企业;公司;冶金化工,龙湖区,金林路锦骏虹璟湾-西区西侧约190米,116.751948,23.443189
56,汕头市龙湖区彦锋肉制品厂,"116.780512,23.430346",公司企业;公司;冶金化工,龙湖区,彦锋肉制品厂,116.780512,23.430346
57,汕头市金砂化工厂有限公司,"116.709924,23.428104",公司企业;公司;冶金化工,龙湖区,万吉工业区海河路,116.709924,23.428104
58,明发塑胶厂,"116.731817,23.405849",公司企业;公司;冶金化工,龙湖区,汕汾路95号,116.731817,23.405849
59,汕头市中稀金属实业有限公司,"116.702163,23.426088",公司企业;公司;冶金化工,龙湖区,万吉工业区沿江北路10号,116.702163,23.426088
60,汕头市纳川石化有限公司,"116.718195,23.367022",公司企业;公司;冶金化工,龙湖区,金砂路101号长荣大厦8层B2,116.718195,23.367022
61,广东省汕头市格利化工有限公司,"116.743919,23.366313",公司企业;公司;冶金化工,龙湖区,金砂东路丰泽庄西区78栋,116.743919,23.366313
62,中国化工轻工总公司汕头化工联合公司,"116.727549,23.367638",公司企业;公司;冶金化工,龙湖区,天山南路15号附近,116.727549,23.367638
63,汕头市铭丰隆化工有限公司,"116.733031,23.379927",公司企业;公司;冶金化工,龙湖区,长江路70-3号附近,116.733031,23.379927
64,中铁隧道集团汕头苏埃通道工程北岸分部钢筋加工厂,"116.725414,23.357219",公司企业;公司;冶金化工,龙湖区,海湾隧道丹阳庄金银岛香榭公寓西侧约70米,116.725414,23.357219
65,公元威光化工公司,"116.716308,23.368584",公司企业;公司;冶金化工,龙湖区,迎宾路4号建设大厦14层,116.716308,23.368584
66,西陇化工南区,"116.688729,23.408798",公司企业;公司;冶金化工,金平区,岐山街道潮汕路93号,116.688729,23.408798
67,南粤冶金,"116.684624,23.395274",公司企业;公司;冶金化工,金平区,潮汕路147号,116.684624,23.395274
68,汕头东风印刷股份有限公司-E厂,"116.673945,23.40002",公司企业;公司;冶金化工,金平区,岐山街道潮汕路金园工业区,116.673945,23.40002
69,市三峰化工有限公司,"116.677230,23.379691",公司企业;公司;冶金化工,金平区,大学路9号,116.67723,23.379691
70,金湖化工,"116.698221,23.374545",公司企业;公司;冶金化工|购物服务;家居建材市场;建材五金市场,金平区,金湖路97号之8,116.698221,23.374545
71,一行化工,"116.654897,23.399466",公司企业;公司;冶金化工,金平区,大学路180号101铺面,116.654897,23.399466
72,彩捷卷闸材料厂,"116.667951,23.393569",公司企业;公司;冶金化工,金平区,金兴路草蕴9A片区后面2号,116.667951,23.393569
73,汕头市景泓化工有限公司,"116.671546,23.366234",公司企业;公司;冶金化工,金平区,光华路39号1座,116.671546,23.366234
74,柴油汽油发电机,"116.679972,23.377505",公司企业;公司;冶金化工,金平区,潮汕路55号农业机械总公司大门旁,116.679972,23.377505
75,渔网线二厂,"116.699914,23.379608",公司企业;公司;冶金化工,金平区,金砂街道蛇针路十一号,116.699914,23.379608
76,汕头市大丰冷冻厂,"116.687105,23.375267",公司企业;公司;冶金化工,金平区,金湖路53号,116.687105,23.375267
77,汕头市华元化工新材料有限公司,"116.698205,23.359348",公司企业;公司;冶金化工,金平区,中山中路91号101附近,116.698205,23.359348
78,骏海火锅沙茶调味厂,"116.671272,23.360869",公司企业;公司;冶金化工,金平区,乌桥二马路59号,116.671272,23.360869
79,阿锐食品加工厂,"116.622246,23.389038",公司企业;公司;冶金化工,金平区,牛田洋道路金场西街中段大场西边,116.622246,23.389038
80,印制板1厂,"116.706256,23.372243",公司企业;公司;冶金化工,金平区,兴业路21号超声电子集团,116.706256,23.372243
81,瑞宏五金厂,"116.676628,23.385901",公司企业;公司;冶金化工,金平区,金盛物流园,116.676628,23.385901
82,超声印刷板一厂,"116.705810,23.374110",公司企业;公司;冶金化工,金平区,兴业路21号超声电子集团,116.70581,23.37411
83,骏达五金加工厂,"116.685459,23.395800",公司企业;公司;冶金化工,金平区,寨头街建明工业城,116.685459,23.3958
84,润兴塑料模具厂,"116.697053,23.391580",公司企业;公司;冶金化工,金平区,护堤路121号厂内,116.697053,23.39158
85,粤通印刷厂,"116.662647,23.396501",公司企业;公司;冶金化工,金平区,大学路升平工业区金升五路吉祥工贸大厦,116.662647,23.396501
86,明嘉机械工厂,"116.679651,23.379277",公司企业;公司;冶金化工,金平区,潮汕路56号吉祥工业区内,116.679651,23.379277
87,华顺制版厂,"116.675118,23.389359",公司企业;公司;冶金化工,金平区,岐山街道潮汕路科技园金兴二路吉祥北郊工业区第14幢,116.675118,23.389359
88,育兴印刷厂,"116.675924,23.379807",公司企业;公司;冶金化工,金平区,大学路18号汕头制钉厂内,116.675924,23.379807
89,正泰工厂,"116.709252,23.396620",公司企业;公司;冶金化工,金平区,东桐街汕头市金禧中学西北侧约30米,116.709252,23.39662
90,广东润洁日化有限公司,"116.688987,23.403178",公司企业;公司;冶金化工,金平区,润洁日化,116.688987,23.403178
91,飞机模型厂,"116.703578,23.371135",公司企业;公司;冶金化工,金平区,金砂街道金园路二横二号,116.703578,23.371135
92,汕头市胶纸厂,"116.687404,23.414831",公司企业;公司;冶金化工,金平区,龙洲路汕头市岐山第二中学东侧约250米,116.687404,23.414831
93,汕头市东亚电器厂,"116.699360,23.367466",公司企业;公司;冶金化工,金平区,金砂路53号金凤城龙座5楼,116.69936,23.367466
94,汕头市华海船厂,"116.667720,23.355060",公司企业;公司;冶金化工,金平区,西堤路236号,116.66772,23.35506
95,华彩塑料工艺制品厂,"116.665492,23.417821",公司企业;公司;冶金化工,金平区,鮀江街道港美社区居民委员会胶池片上格东北面第6层,116.665492,23.417821
96,森亮玻璃厂,"116.676067,23.391699",公司企业;公司;冶金化工,金平区,岐山街道潮阳路岐山派出所隔壁,116.676067,23.391699
97,鑫玮钢化玻璃厂,"116.700181,23.415053",公司企业;公司;冶金化工,金平区,护堤路250号,116.700181,23.415053
98,顺丰塑料模具厂,"116.670092,23.365750",公司企业;公司;冶金化工,金平区,光华路34号家私厂内,116.670092,23.36575
99,龟山石场,"116.651232,23.419105",公司企业;公司;冶金化工,金平区,,116.651232,23.419105
100,同德服装厂,"116.676680,23.370630",公司企业;公司;冶金化工,金平区,光华路85号市陶瓷工艺公司2幢4层,116.67668,23.37063
101,陇心工业大为厂房,"116.690358,23.399394",公司企业;公司;冶金化工,金平区,寨头工业区,116.690358,23.399394
102,大千地毯厂,"116.690412,23.399410",公司企业;公司;冶金化工,金平区,岐山街道大路居委会大为厂房,116.690412,23.39941
103,莲鑫工艺品厂,"116.599079,23.420206",公司企业;公司;冶金化工,金平区,莲塘路8号,116.599079,23.420206
104,东芝阳木雕厂,"116.705252,23.402019",公司企业;公司;冶金化工,金平区,浮东村码头路8号东芝阳木雕厂,116.705252,23.402019
105,吉翔印刷有限公司,"116.700337,23.378086",公司企业;公司;冶金化工,金平区,金东街道党校路11号,116.700337,23.378086
106,亿荣塑料制品厂,"116.665024,23.409972",公司企业;公司;冶金化工,金平区,金陇村居委会旁,116.665024,23.409972
107,汕头市东阳塑胶厂,"116.702315,23.409199",公司企业;公司;冶金化工,金平区,护堤路191号,116.702315,23.409199
108,良济堂制药厂,"116.624561,23.407433",公司企业;公司;冶金化工,金平区,叠金工业区二路C3-4号,116.624561,23.407433
109,中元合板厂,"116.702766,23.389215",公司企业;公司;冶金化工,金平区,汕樟路与凤凰山路交界华侨停车场内,116.702766,23.389215
110,创新塑胶模具厂,"116.685172,23.386138",公司企业;公司;冶金化工,金平区,宫下中路六巷八号,116.685172,23.386138
111,蒙牛工厂,"116.687454,23.412439",公司企业;公司;冶金化工,金平区,月浦街道潮汕路138号二期厂房,116.687454,23.412439
112,粤兴厂,"116.701416,23.410212",公司企业;公司;冶金化工,金平区,护堤路195号,116.701416,23.410212
113,汕泰铝塑厂,"116.664146,23.410644",公司企业;公司;冶金化工,金平区,金陇中路19号,116.664146,23.410644
114,泉州市金玺堡门厂(潮汕直销中心),"116.687039,23.409934",公司企业;公司;冶金化工,金平区,揭东路龙光尚悦轩,116.687039,23.409934
115,西陇化工北区,"116.689355,23.410847",公司企业;公司;冶金化工,金平区,潮汕路汕头岐山汽车客运站东侧约130米,116.689355,23.410847
116,汕头市金平区互通印刷厂,"116.703052,23.400674",公司企业;公司;冶金化工,金平区,汕樟路(浩正南侧约40米),116.703052,23.400674
117,汕头市昇平区洗涤化工公司,"116.670571,23.352707",公司企业;公司;冶金化工,金平区,安平路与德兴路交叉口东北20米,116.670571,23.352707
118,汕头市金平区华创服装厂,"116.704274,23.391188",公司企业;公司;冶金化工,金平区,西华路5号,116.704274,23.391188
119,汕头市联胜化工厂有限公司,"116.675804,23.392626",公司企业;公司;冶金化工,金平区,潮汕路金园工业城5A2-2,116.675804,23.392626
120,汕头市金平区鮀浦酿酒厂,"116.640102,23.393473",公司企业;公司;冶金化工,金平区,鮀济南路汕头市鮀济中学南侧约60米,116.640102,23.393473
121,宝瑞食品有限公司外洋围厂,"116.675120,23.422804",公司企业;公司;冶金化工,金平区,G78汕昆高速旁,116.67512,23.422804
122,汕头市莲塘化工厂有限公司,"116.596909,23.423868",公司企业;公司;冶金化工,金平区,大学路307号,116.596909,23.423868
123,汕头市金平区华宇玻璃制品厂,"116.694403,23.380346",公司企业;公司;冶金化工,金平区,北华路13号,116.694403,23.380346
124,新乡东路东20(七彩星服装厂),"116.696660,23.384674",公司企业;公司;冶金化工,金平区,新乡北路南一巷汕头市金平区私立广厦学校(东墩校区)东侧,116.69666,23.384674
125,汕头市金平区龙光化工有限公司,"116.687089,23.371177",公司企业;公司;冶金化工,金平区,护堤路22号-10、11,116.687089,23.371177
126,汕头市金平区自强塑料包装厂,"116.690229,23.406341",公司企业;公司;冶金化工,金平区,东丰机械厂对面第12号铺,116.690229,23.406341
127,汕头市金平区欱力塑料模具厂,"116.698393,23.405073",公司企业;公司;冶金化工,金平区,岐山陇头南北中路一横北侧2-2,116.698393,23.405073
128,汕头市金平区恒越纸塑包装厂,"116.693775,23.424220",公司企业;公司;冶金化工,金平区,月浦工业区大港路8号,116.693775,23.42422
129,汕头市金平区成田启发印刷厂,"116.618623,23.414643",公司企业;公司;冶金化工,金平区,大学路281号2幢,116.618623,23.414643
130,明呈钢结构有限公司钢结构工厂,"116.692502,23.373571",公司企业;公司;冶金化工,金平区,广东省汕头市金平区金湖,116.692502,23.373571
131,科露雅香精香料实业有限公司,"116.680864,23.398427",公司企业;公司;冶金化工,金平区,金园工业城12-08片区,116.680864,23.398427
132,汕头华兴冶金设备股份有限公司,"116.635959,23.40498",公司企业;公司;冶金化工,金平区,荣桔路,116.635959,23.40498
133,伊斯缇,"116.704948,23.390624",公司企业;公司;冶金化工,金平区,华山北路浮西工业园1号厂区,116.704948,23.390624
134,广东诺克电气科技有限公司鮀中厂,"116.658884,23.407109",公司企业;公司;冶金化工,金平区,港美路广大印刷材料实业公司鮀浦分厂,116.658884,23.407109
135,汕头市金平区固彩五金静电喷涂厂,"116.682762,23.396709",公司企业;公司;冶金化工,金平区,金发五路汕头嘉达大酒店西北侧约110米,116.682762,23.396709
136,汕头市韩江化工原料有限公司,"116.698232,23.420754",公司企业;公司;冶金化工,金平区,护堤路289号,116.698232,23.420754
137,广东省汕头市金平区岐山街道西陇中街8号之一厂,"116.689614,23.408720",公司企业;公司;冶金化工,金平区,西陇中街8号,116.689614,23.40872
138,正峰酒厂(马窖门市部),"116.716551,23.270398",公司企业;公司;冶金化工,濠江区,大众路与海星社区田新路交叉路口往西南约240米,116.716551,23.270398
139,多源工社合兴工艺厂,"116.756723,23.268465",公司企业;公司;冶金化工,濠江区,广澳街道埭头(多原谷社),116.756723,23.268465
140,嘉成塑料厂,"116.715778,23.287592",公司企业;公司;冶金化工,濠江区,西墩村大园工业区2排,116.715778,23.287592
141,光辉玻璃厂,"116.684593,23.261343",公司企业;公司;冶金化工,濠江区,岗背工业区内,116.684593,23.261343
142,三联鞋厂,"116.758129,23.266679",公司企业;公司;冶金化工,濠江区,埭头村福南街30号,116.758129,23.266679
143,全顺纸板厂,"116.760798,23.254568",公司企业;公司;冶金化工,濠江区,广澳街道大蔚工业区,116.760798,23.254568
144,珠浦厂房,"116.681124,23.294533",公司企业;公司;冶金化工,濠江区,珠浦医院旁,116.681124,23.294533
145,汕头市濠江区青林工艺厂,"116.736884,23.273300",公司企业;公司;冶金化工,濠江区,S337(磊广路),116.736884,23.2733
146,广东艺源建设有限公司厂区,"116.679294,23.298851",公司企业;公司;冶金化工,濠江区,S337(磊广路),116.679294,23.298851
147,汕头市濠江区濠明水泥制品厂,"116.677699,23.301646",公司企业;公司;冶金化工,濠江区,头村路,116.677699,23.301646
148,实宝塑胶有限公司塑料制品厂,"116.704737,23.276750",公司企业;公司;冶金化工,濠江区,保税区南门E1路康家宝A09-2,116.704737,23.27675
149,汕头市鑫源化工科技有限公司,"116.68581,23.261516",公司企业;公司;冶金化工,濠江区,河中路(西段)50号(鑫源科技园),116.68581,23.261516
150,珍福石化,"116.65346,23.323412",公司企业;公司;冶金化工,濠江区,礐石街道工业区,116.65346,23.323412
151,友情精细化工实业有限公司,"116.60782,23.275318",公司企业;公司;冶金化工,潮阳区,平北工业区中街9号,116.60782,23.275318
152,凯信化工,"116.403979,23.340825",公司企业;公司;冶金化工,潮阳区,东升新世界11栋2号铺面,116.403979,23.340825
153,肥姐不锈钢水塔厂,"116.445770,23.298911",公司企业;公司;冶金化工,潮阳区,,116.44577,23.298911
154,建海不锈钢工艺厂,"116.472437,23.247584",公司企业;公司;冶金化工,潮阳区,新和惠路中寨工业区东侧约90米,116.472437,23.247584
155,美尼芬针织内衣厂,"116.432119,23.336975",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑东门外一区一巷1号,116.432119,23.336975
156,华胜材料包装厂,"116.469569,23.274949",公司企业;公司;冶金化工,潮阳区,和平镇潮联工业区中路4座,116.469569,23.274949
157,华彩化工,"116.528402,23.252854",公司企业;公司;冶金化工,潮阳区,林八港路新路口,116.528402,23.252854
158,源记水泥管厂,"116.600043,23.287770",公司企业;公司;冶金化工,潮阳区,棉北街道潮揭路,116.600043,23.28777
159,宏通纸厂,"116.615394,23.241215",公司企业;公司;冶金化工,潮阳区,城南工业区大南宏通纸厂,116.615394,23.241215
160,裕生发厂,"116.579483,23.268471",公司企业;公司;冶金化工,潮阳区,风吹岩左侧,116.579483,23.268471
161,丹丽无缝厂,"116.560705,23.250032",公司企业;公司;冶金化工,潮阳区,社道路寨外幼儿园南侧约210米,116.560705,23.250032
162,振伟石板财加工厂,"116.628995,23.207621",公司企业;公司;冶金化工,潮阳区,G228汕头市潮阳一中明光学校西侧约50米,116.628995,23.207621
163,交通石油,"116.463302,23.450459",公司企业;公司;冶金化工,潮阳区,,116.463302,23.450459
164,芸峰床垫厂,"116.506799,23.371167",公司企业;公司;冶金化工,潮阳区,潮揭路西胪竹林小学西北侧约150米,116.506799,23.371167
165,揭阳博畅石材装饰厂,"116.506339,23.372826",公司企业;公司;冶金化工,潮阳区,潮揭路,116.506339,23.372826
166,友龙沙石场,"116.509443,23.380294",公司企业;公司;冶金化工,潮阳区,西二上园尾沙石场内,116.509443,23.380294
167,瑞祥门厂,"116.493242,23.410832",公司企业;公司;冶金化工,潮阳区,潮揭路,116.493242,23.410832
168,泽贵内衣加工厂,"116.464589,23.331411",公司企业;公司;冶金化工,潮阳区,内輋村,116.464589,23.331411
169,城泰钮扣加工厂,"116.423314,23.362758",公司企业;公司;冶金化工,潮阳区,饶中路奕胜建材东侧约170米,116.423314,23.362758
170,雅黛思针织内衣厂,"116.420630,23.342165",公司企业;公司;冶金化工,潮阳区,谷贵路与华里街交叉路口往东约170米,116.42063,23.342165
171,新美红木厂,"116.482340,23.223796",公司企业;公司;冶金化工,潮阳区,Y335新龙小学分校北侧约160米,116.48234,23.223796
172,东之纯针织内衣厂,"116.417149,23.344733",公司企业;公司;冶金化工,潮阳区,谷贵路华里菜市场东北侧约290米,116.417149,23.344733
173,恒心米厂,"116.473616,23.246157",公司企业;公司;冶金化工,潮阳区,和平镇金乐休闲会所斜对面的恒心米厂,116.473616,23.246157
174,佰利星厂,"116.501445,23.260157",公司企业;公司;冶金化工,潮阳区,和平镇白石小学旁边,116.501445,23.260157
175,任源泰爆款直销工厂,"116.419439,23.335332",公司企业;公司;冶金化工,潮阳区,谷贵路与前进路交叉路口往西约110米,116.419439,23.335332
176,天鸿内衣加工厂,"116.458554,23.397545",公司企业;公司;冶金化工,潮阳区,,116.458554,23.397545
177,杰盛纺织厂,"116.417590,23.357864",公司企业;公司;冶金化工,潮阳区,利丰路丰盛发酒店(谷饶店)西侧约40米,116.41759,23.357864
178,雅茹刺绣(厂区),"116.466743,23.283949",公司企业;公司;冶金化工,潮阳区,,116.466743,23.283949
179,美瑞儿针织内衣厂,"116.415949,23.336553",公司企业;公司;冶金化工,潮阳区,创大路汾芳王内衣实业有限公司,116.415949,23.336553
180,新兴雅染厂(办事处),"116.416860,23.334761",公司企业;公司;冶金化工,潮阳区,前进路小贵族双语幼儿园北侧约230米,116.41686,23.334761
181,东兴针织内衣厂,"116.433555,23.340934",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑村三合路尾,116.433555,23.340934
182,钗发针织内衣厂,"116.403461,23.348581",公司企业;公司;冶金化工,潮阳区,谷饶欢乐幼儿园西北侧约120米,116.403461,23.348581
183,佳美印染转运站,"116.421443,23.360619",公司企业;公司;冶金化工,潮阳区,贵屿镇谷饶饶中路368号,116.421443,23.360619
184,铜盂焕泰包装袋厂,"116.444111,23.288925",公司企业;公司;冶金化工,潮阳区,兴富路,116.444111,23.288925
185,艺丰刀模厂,"116.400678,23.361849",公司企业;公司;冶金化工,潮阳区,中泰十巷绿茵幼儿园西侧约180米,116.400678,23.361849
186,博创内衣厂,"116.418909,23.362238",公司企业;公司;冶金化工,潮阳区,谷关路奕胜建材西侧约270米,116.418909,23.362238
187,鹏腾内衣厂,"116.400146,23.340096",公司企业;公司;冶金化工,潮阳区,S237金新花园酒店南侧约110米,116.400146,23.340096
188,联华发帖棉厂,"116.429053,23.327072",公司企业;公司;冶金化工,潮阳区,谷贵路(捷升内衣有限公司),116.429053,23.327072
189,嘉裕泰针织内衣厂,"116.427337,23.353398",公司企业;公司;冶金化工,潮阳区,阿涛五金装饰西北侧约220米,116.427337,23.353398
190,祥宝五金塑料制品厂,"116.393064,23.492878",公司企业;公司;冶金化工,潮阳区,金灶涂寨渠南路,116.393064,23.492878
191,杰升隆无痕点胶内衣厂,"116.395123,23.358234",公司企业;公司;冶金化工,潮阳区,谷饶镇东星工业区,116.395123,23.358234
192,东臻门厂,"116.429096,23.319893",公司企业;公司;冶金化工,潮阳区,S237怡利恒丰织造有限公司,116.429096,23.319893
193,佳美婷内衣厂,"116.392403,23.352248",公司企业;公司;冶金化工,潮阳区,谷贵路与兴业路交叉口东南约200米,116.392403,23.352248
194,新尔纳塑胶厂,"116.392689,23.369960",公司企业;公司;冶金化工,潮阳区,,116.392689,23.36996
195,鑫发针织内衣厂,"116.439171,23.385014",公司企业;公司;冶金化工,潮阳区,埔谷线与深洋大道(东)交叉口东360米,116.439171,23.385014
196,汕头市茂灿针织内衣厂,"116.414757,23.334637",公司企业;公司;冶金化工,潮阳区,前进路桂香园工业区,116.414757,23.334637
197,谷饶镇龙兴厂,"116.409871,23.334210",公司企业;公司;冶金化工,潮阳区,前进路凯里亚德酒店汕头潮阳高铁站店西侧约210米,116.409871,23.33421
198,卡蒂舒缘无缝内衣厂,"116.424268,23.343777",公司企业;公司;冶金化工,潮阳区,华光乡,116.424268,23.343777
199,广源达无缝内衣厂,"116.415338,23.334479",公司企业;公司;冶金化工,潮阳区,谷饶镇华里工业区宝宝实业,116.415338,23.334479
200,华祥内衣厂,"116.426043,23.338773",公司企业;公司;冶金化工,潮阳区,前进路汕头市忠信针织实业公司,116.426043,23.338773
201,汕头潮阳外四不锈钢加工厂,"116.653845,23.217070",公司企业;公司;冶金化工,潮阳区,湖边村1巷旁,116.653845,23.21707
202,嘉华兴内衣厂,"116.419847,23.357674",公司企业;公司;冶金化工,潮阳区,谷饶镇利丰路12号,116.419847,23.357674
203,亿璇佳美无缝厂,"116.383901,23.346562",公司企业;公司;冶金化工,潮阳区,东洋工业区A区北一街,116.383901,23.346562
204,老尾激光厂,"116.397476,23.327040",公司企业;公司;冶金化工,潮阳区,,116.397476,23.32704
205,泽伟内衣厂,"116.431148,23.375048",公司企业;公司;冶金化工,潮阳区,饶新路与进出站路交叉口东500米,116.431148,23.375048
206,亮易典针织内衣厂,"116.433233,23.340638",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑三合三区六巷4号101号,116.433233,23.340638
207,盛华刺绣厂,"116.430209,23.342424",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑村三合路中段,116.430209,23.342424
208,东之纯针织内衣厂,"116.410374,23.335634",公司企业;公司;冶金化工,潮阳区,创大路(桂香园工业区西侧),116.410374,23.335634
209,龙彩针织内衣厂,"116.382275,23.343505",公司企业;公司;冶金化工,潮阳区,贵屿镇南阳东洋工业区娘仔堂福东厂背面,116.382275,23.343505
210,创胜无缝内衣厂,"116.424847,23.341921",公司企业;公司;冶金化工,潮阳区,谷饶镇泰和街17号,116.424847,23.341921
211,溪尾育宏(一工厂),"116.406795,23.329682",公司企业;公司;冶金化工,潮阳区,谷饶溪美小学西侧约200米,116.406795,23.329682
212,维佳芬内衣厂,"116.432812,23.276357",公司企业;公司;冶金化工,潮阳区,新兴路吉祥红木家私(二厂)东北侧约60米,116.432812,23.276357
213,时时亮电器厂,"116.437129,23.387285",公司企业;公司;冶金化工,潮阳区,鼓楼镇径脚村,116.437129,23.387285
214,跃升无痕内衣厂,"116.407363,23.290764",公司企业;公司;冶金化工,潮阳区,草南路(溪东商品楼北侧约100米),116.407363,23.290764
215,硕果针织内衣厂,"116.415753,23.336144",公司企业;公司;冶金化工,潮阳区,前进路汾芳王内衣实业有限公司,116.415753,23.336144
216,谷饶陈氏花边加工厂,"116.416322,23.373588",公司企业;公司;冶金化工,潮阳区,谷饶镇深洋文化室一巷20号102号,116.416322,23.373588
217,松兴盛内衣厂,"116.421765,23.361214",公司企业;公司;冶金化工,潮阳区,谷饶镇饶中路华信数码后座,116.421765,23.361214
218,茂华染厂,"116.428530,23.328016",公司企业;公司;冶金化工,潮阳区,谷贵路,116.42853,23.328016
219,雅一生针织内衣厂,"116.433082,23.388623",公司企业;公司;冶金化工,潮阳区,谷饶镇深洋村德财路,116.433082,23.388623
220,生泰发针织内衣厂,"116.397167,23.350944",公司企业;公司;冶金化工,潮阳区,谷饶镇东明村帕兰香后面第三栋,116.397167,23.350944
221,南阳阿细石厂,"116.378861,23.348251",公司企业;公司;冶金化工,潮阳区,谷贵公路华侨城幼儿园东南侧,116.378861,23.348251
222,嘉美悦内衣厂,"116.419968,23.356252",公司企业;公司;冶金化工,潮阳区,谷饶镇香港城,116.419968,23.356252
223,顺发棉碗厂,"116.383822,23.350569",公司企业;公司;冶金化工,潮阳区,谷贵公路燕乐幼儿园东南侧约180米,116.383822,23.350569
224,奇展耳机加工厂,"116.394926,23.379740",公司企业;公司;冶金化工,潮阳区,顺兴街,116.394926,23.37974
225,海门镇综合厂,"116.612617,23.183843",公司企业;公司;冶金化工,潮阳区,环海路莲花峰小学西侧约230米,116.612617,23.183843
226,头桥羊毛厂,"116.482688,23.255886",公司企业;公司;冶金化工,潮阳区,平英路(潮阳区和平医院东北侧约250米),116.482688,23.255886
227,太美服装厂,"116.472779,23.265694",公司企业;公司;冶金化工,潮阳区,和平镇和铺村铺中路水泥厂后面,116.472779,23.265694
228,到秀彩绣花厂,"116.467883,23.249071",公司企业;公司;冶金化工,潮阳区,和平镇广汕公路中寨工业区对面亿源塑料有限公司后面,116.467883,23.249071
229,谷铭印刷厂,"116.481603,23.261690",公司企业;公司;冶金化工,潮阳区,福昆线和园建材东侧约150米,116.481603,23.26169
230,汕头市步步通电器厂,"116.505531,23.215567",公司企业;公司;冶金化工,潮阳区,五和乡,116.505531,23.215567
231,国潼吸塑厂,"116.490684,23.220343",公司企业;公司;冶金化工,潮阳区,和平镇下厝后树脚路口,116.490684,23.220343
