ID,name,location,type,adname,address,X,Y
232,星之雅厂,"116.470057,23.238053",公司企业;公司;冶金化工,潮阳区,下寨和西中路与和西新村十六街交叉口东140米,116.470057,23.238053
233,美逸内衣厂,"116.428588,23.328840",公司企业;公司;冶金化工,潮阳区,谷贵路东协成内衣厂西北,116.428588,23.32884
234,港香婷内衣厂,"116.422158,23.328832",公司企业;公司;冶金化工,潮阳区,兴和路义华傢俬园西侧约140米,116.422158,23.328832
235,铜盂春蕾厂,"116.433395,23.277418",公司企业;公司;冶金化工,潮阳区,环南路吉祥红木傢俬三厂东北侧约170米,116.433395,23.277418
236,联饶印刷厂,"116.411488,23.357447",公司企业;公司;冶金化工,潮阳区,谷饶镇谷华路155号,116.411488,23.357447
237,谷饶新兴隆针织内衣厂,"116.425654,23.362586",公司企业;公司;冶金化工,潮阳区,谷饶镇官田村,116.425654,23.362586
238,利美达内衣厂,"116.416456,23.365062",公司企业;公司;冶金化工,潮阳区,谷饶镇谷关路337号,116.416456,23.365062
239,新京通磁带厂,"116.482748,23.207912",公司企业;公司;冶金化工,潮阳区,和平镇新龙南洋工业区,116.482748,23.207912
240,汕头市雄发彩印厂,"116.432101,23.282963",公司企业;公司;冶金化工,潮阳区,兴富路(铜盂派出所北侧),116.432101,23.282963
241,永联胜内衣厂,"116.407445,23.359618",公司企业;公司;冶金化工,潮阳区,谷饶镇茂一工业区西10号,116.407445,23.359618
242,鸿鑫贴里厂,"116.428036,23.326090",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑村裕德厂旁边,116.428036,23.32609
243,华诺塑料制品厂,"116.420089,23.291881",公司企业;公司;冶金化工,潮阳区,兴富西路361号附近,116.420089,23.291881
244,俏丝芬娜内衣厂,"116.416355,23.366086",公司企业;公司;冶金化工,潮阳区,谷饶镇仙坡桥头将军洋工业区,116.416355,23.366086
245,新波工业区明亮贴棉厂,"116.415568,23.362820",公司企业;公司;冶金化工,潮阳区,谷饶镇仙波维也纳酒店前面鹏俊内衣厂西边,116.415568,23.36282
246,华安经编新厂,"116.423938,23.338231",公司企业;公司;冶金化工,潮阳区,前进路新喜纺织有限公司,116.423938,23.338231
247,维尚娜洽成厂,"116.404593,23.349092",公司企业;公司;冶金化工,潮阳区,谷贵路与饶西路交叉路口往西南约100米,116.404593,23.349092
248,汇海五金厂,"116.401981,23.361414",公司企业;公司;冶金化工,潮阳区,谷饶镇横山村,116.401981,23.361414
249,新利海厂,"116.407417,23.359319",公司企业;公司;冶金化工,潮阳区,利丰路东明菜市场东侧约110米,116.407417,23.359319
250,灿漫内衣厂,"116.410984,23.404945",公司企业;公司;冶金化工,潮阳区,谷饶镇新寮坛尾五巷10号,116.410984,23.404945
251,晋荣内衣厂,"116.400603,23.353744",公司企业;公司;冶金化工,潮阳区,侨星东路谷饶启德实验幼儿园东侧约170米,116.400603,23.353744
252,创茂珠饰厂,"116.367738,23.310070",公司企业;公司;冶金化工,潮阳区,贵屿镇仙彭村老柑园第九街,116.367738,23.31007
253,翁源鹏厂,"116.391653,23.354343",公司企业;公司;冶金化工,潮阳区,谷饶镇东明村红绿灯路口千年马隔壁,116.391653,23.354343
254,鹏越内衣厂,"116.360198,23.352788",公司企业;公司;冶金化工,潮阳区,贵屿镇南阳山前村,116.360198,23.352788
255,新文电器厂,"116.333851,23.316409",公司企业;公司;冶金化工,潮阳区,新光南路桃源初级中学西南侧约40米,116.333851,23.316409
256,汕头市潮阳区海门畅易灯饰厂,"116.626849,23.214098",公司企业;公司;冶金化工,潮阳区,海门高速路出口右侧,116.626849,23.214098
257,汕头市捷欣电脑机绣厂,"116.467658,23.246657",公司企业;公司;冶金化工,潮阳区,和中西路中寨工业区西南侧约90米,116.467658,23.246657
258,汕头市盛豪服装厂,"116.470799,23.239242",公司企业;公司;冶金化工,潮阳区,下寨和西路与和西新村十六街交叉口东260米,116.470799,23.239242
259,四季新针织内衣厂,"116.417739,23.336967",公司企业;公司;冶金化工,潮阳区,华光工业区中5区,116.417739,23.336967
260,鹏骏针织内衣厂,"116.416495,23.362976",公司企业;公司;冶金化工,潮阳区,谷饶镇仙波工业区,116.416495,23.362976
261,雄昌无缝内衣厂,"116.382854,23.350581",公司企业;公司;冶金化工,潮阳区,贵屿镇南阳联堤工业区3路雄昌针织厂,116.382854,23.350581
262,朝阳市成回全麒麟床垫厂,"116.481690,23.203802",公司企业;公司;冶金化工,潮阳区,惠公路鸿泰建材旁,116.48169,23.203802
263,贵屿美乐文胸针织内衣厂,"116.339738,23.327255",公司企业;公司;冶金化工,潮阳区,贵屿镇北林泰凌西区路北七街30号,116.339738,23.327255
264,楠楠服装厂,"116.596335,23.265006",公司企业;公司;冶金化工,潮阳区,棉北街道牛头山直路抽纱公司内一幢,116.596335,23.265006
265,伊遇针织内衣厂(下洋分厂),"116.368412,23.335671",公司企业;公司;冶金化工,潮阳区,059县道与联堤下洋新兴区西一路交叉口南180米,116.368412,23.335671
266,泗美村老寨桥头加工粉碎厂,"116.354515,23.293979",公司企业;公司;冶金化工,潮阳区,贵屿镇泗美村老寨桥头,116.354515,23.293979
267,汕头市潮阳区谷饶伟俊内衣厂,"116.418395,23.394950",公司企业;公司;冶金化工,潮阳区,谷金路双石幼儿园南侧约240米,116.418395,23.39495
268,长红三轮车厂(天宫医院西北),"116.384220,23.353342",公司企业;公司;冶金化工,潮阳区,贵屿镇南阳工业区,116.38422,23.353342
269,汕头市潮阳区金灶梦彩芝内衣厂,"116.392977,23.451914",公司企业;公司;冶金化工,潮阳区,金灶镇金溪金新街91号,116.392977,23.451914
270,汕头市潮阳区棉北励霸服装厂,"116.605570,23.267555",公司企业;公司;冶金化工,潮阳区,老水运三楼,116.60557,23.267555
271,汕头市潮阳区谷饶宏武纺织厂,"116.422097,23.361766",公司企业;公司;冶金化工,潮阳区,谷饶镇饶中路官田段中段东侧妈宫旁,116.422097,23.361766
272,汕头市龙湖区一生爱宝贝内衣厂,"116.439889,23.337084",公司企业;公司;冶金化工,潮阳区,谷饶镇大坑村三合一区7巷2号,116.439889,23.337084
273,汕头市潮阳区谷饶好莱芬针织内衣厂,"116.417621,23.366449",公司企业;公司;冶金化工,潮阳区,饶新路维也纳酒店(潮阳高铁站店)东北侧约220米,116.417621,23.366449
274,溪美村(溪尾)萧氏(少和)联捆切割厂,"116.405908,23.328400",公司企业;公司;冶金化工,潮阳区,,116.405908,23.3284
275,汕头市潮阳区谷饶泰达妮针织内衣厂,"116.421140,23.366802",公司企业;公司;冶金化工,潮阳区,饶中路新伟建材西侧约180米,116.42114,23.366802
276,广业练江生态环境有限公司(和平三厂),"116.510525,23.212864",公司企业;公司;冶金化工,潮阳区,,116.510525,23.212864
277,汕头市潮阳区金灶镇金合美五金制品厂,"116.392193,23.450923",公司企业;公司;冶金化工,潮阳区,金溪西路与234省道交叉口东420米,116.392193,23.450923
278,汕头市荣和纺织有限公司(河陇工厂),"116.435245,23.313518",公司企业;公司;冶金化工,潮阳区,237省道东100米,116.435245,23.313518
279,永源金属有限公司,"116.378499,23.304580",公司企业;公司;冶金化工,潮阳区,贵屿镇龙港村过境路东,116.378499,23.30458
280,健佳不锈钢水塔厂,"116.310467,23.241542",公司企业;公司;冶金化工,潮南区,陈沙公路仙城第六小学西侧约220米,116.310467,23.241542
281,胪溪威爽第四分厂,"116.470776,23.216931",公司企业;公司;冶金化工,潮南区,胪岗镇溪头车站五千年文具厂旁,116.470776,23.216931
282,茵姿琪内衣厂,"116.321790,23.267219",公司企业;公司;冶金化工,潮南区,广祥路瓦窑小学西北侧约210米,116.32179,23.267219
283,新锦城绣花厂,"116.322196,23.216265",公司企业;公司;冶金化工,潮南区,沐安一巷与乐溪住宅区一巷交叉口东400米,116.322196,23.216265
284,钰烽绣花厂,"116.488568,23.156927",公司企业;公司;冶金化工,潮南区,陇田镇永安村牌旁,116.488568,23.156927
285,盛泰沙石场,"116.324267,23.290006",公司企业;公司;冶金化工,潮南区,西环路,116.324267,23.290006
286,欧楚坚沙石场,"116.312382,23.275367",公司企业;公司;冶金化工,潮南区,西环路中南大厦南侧约170米,116.312382,23.275367
287,仙仙加工厂,"116.338014,23.237052",公司企业;公司;冶金化工,潮南区,波溪镇西中寨南七巷26号,116.338014,23.237052
288,福田绣花厂,"116.454836,23.247668",公司企业;公司;冶金化工,潮南区,广汕路周凯迪工业园东南侧约150米,116.454836,23.247668
289,鑫发帐篷厂展销处,"116.328089,23.266870",公司企业;公司;冶金化工,潮南区,福昆线陈店永佳客运总站南侧约90米,116.328089,23.26687
290,创永新内裤厂,"116.417100,23.256926",公司企业;公司;冶金化工,潮南区,峡山祥发路灰东洋工业区,116.4171,23.256926
291,溢丰塑料厂,"116.517143,23.134411",公司企业;公司;冶金化工,潮南区,G228(丹东线),116.517143,23.134411
292,金绣花边绣花厂,"116.435211,23.270323",公司企业;公司;冶金化工,潮南区,S14(汕湛高速),116.435211,23.270323
293,凯升牙刷厂,"116.409050,23.261073",公司企业;公司;冶金化工,潮南区,环城公路,116.40905,23.261073
294,长顺三合一盘带绣花厂,"116.435247,23.255229",公司企业;公司;冶金化工,潮南区,长虹路峡山街道寨外林小学东侧约160米,116.435247,23.255229
295,智利盛拉弯厂,"116.429896,23.236090",公司企业;公司;冶金化工,潮南区,峡新公路,116.429896,23.23609
296,东升水塔厂,"116.418895,23.223792",公司企业;公司;冶金化工,潮南区,新发路与中兴路交叉路口东北侧,116.418895,23.223792
297,杰凯服饰,"116.435333,23.235913",公司企业;公司;冶金化工,潮南区,泗联河陂大道29号家乐迪KTV对面,116.435333,23.235913
298,顺兴塑料制品厂,"116.462379,23.200978",公司企业;公司;冶金化工,潮南区,新民学校东北侧约280米,116.462379,23.200978
299,汕头市潮南区丰华纺织设备厂,"116.429438,23.243809",公司企业;公司;冶金化工,潮南区,金凤东路南海大酒店东南侧约270米,116.429438,23.243809
300,辉金氨纶厂,"116.438882,23.254485",公司企业;公司;冶金化工,潮南区,朝晖路,116.438882,23.254485
301,浩浩制袋厂,"116.423286,23.259146",公司企业;公司;冶金化工,潮南区,祥北路与广园路交叉路口南侧,116.423286,23.259146
302,依祥织带厂,"116.403888,23.275065",公司企业;公司;冶金化工,潮南区,司马浦镇仙港村佳友购物傍依祥织带厂,116.403888,23.275065
303,双友织领厂,"116.367877,23.248923",公司企业;公司;冶金化工,潮南区,S235(司英路),116.367877,23.248923
304,益丰风管厂,"116.530993,23.117975",公司企业;公司;冶金化工,潮南区,G228与学校路交叉路口往西北约90米,116.530993,23.117975
305,宏艺印花厂,"116.472460,23.187091",公司企业;公司;冶金化工,潮南区,西岐乡石路头治安岗,116.47246,23.187091
306,华河电线厂,"116.372159,23.251931",公司企业;公司;冶金化工,潮南区,司马浦镇司富华园桥头,116.372159,23.251931
307,佰龙服装厂,"116.402088,23.254156",公司企业;公司;冶金化工,潮南区,峡山街道广汕公路1514号,116.402088,23.254156
308,花娘子内衣厂,"116.408199,23.258634",公司企业;公司;冶金化工,潮南区,汕头市潮南实验学校北侧约200米,116.408199,23.258634
309,明源电器厂,"116.385345,23.258316",公司企业;公司;冶金化工,潮南区,司马浦镇栅内学校西测,116.385345,23.258316
310,安平乡红庙得发油厂,"116.345725,23.291811",公司企业;公司;冶金化工,潮南区,陈店镇港后村工业区,116.345725,23.291811
311,粤兴印花厂,"116.394198,23.256750",公司企业;公司;冶金化工,潮南区,北环大道美德楼北侧约80米,116.394198,23.25675
312,纸筒薄膜厂,"116.530785,23.118326",公司企业;公司;冶金化工,潮南区,G228与学校路交叉路口往西北约140米,116.530785,23.118326
313,鑫彩印刷厂,"116.414350,23.246184",公司企业;公司;冶金化工,潮南区,X060(金光南路),116.41435,23.246184
314,鑫杰绣品厂,"116.403035,23.275950",公司企业;公司;冶金化工,潮南区,葫芦市大街仙港小学东北侧约190米,116.403035,23.27595
315,新达锐门厂,"116.392715,23.201213",公司企业;公司;冶金化工,潮南区,金中路与金瓯路交叉路口往西北约140米,116.392715,23.201213
316,增辉旅游品加工厂,"116.389023,23.273006",公司企业;公司;冶金化工,潮南区,司马浦镇港美新寨外十三街4号,116.389023,23.273006
317,樱诗梦胸围厂,"116.330246,23.289584",公司企业;公司;冶金化工,潮南区,兴洋东一路与陈贵路交叉路口东侧,116.330246,23.289584
318,德利粘合厂,"116.327909,23.296140",公司企业;公司;冶金化工,潮南区,西环路,116.327909,23.29614
319,汕头市亿森吊粒厂,"116.368645,23.248106",公司企业;公司;冶金化工,潮南区,司马浦莲花深田肚洋,116.368645,23.248106
320,光盛门厂,"116.360509,23.281697",公司企业;公司;冶金化工,潮南区,工业大道,116.360509,23.281697
321,明生内衣厂,"116.318912,23.279559",公司企业;公司;冶金化工,潮南区,陈店镇美南村公园旁,116.318912,23.279559
322,伟盛花边厂,"116.402589,23.193717",公司企业;公司;冶金化工,潮南区,陈沙公路两英镇金纳王隔壁一楼,116.402589,23.193717
323,大洋电源壳制品厂,"116.346109,23.269256",公司企业;公司;冶金化工,潮南区,G324(福昆线),116.346109,23.269256
324,顺盛绣花厂,"116.357633,23.200709",公司企业;公司;冶金化工,潮南区,陈沙公路,116.357633,23.200709
325,汕头市佳文鹏线材厂,"116.353707,23.276145",公司企业;公司;冶金化工,潮南区,司马浦镇溪美朱村聚源路8座,116.353707,23.276145
326,展兴激光厂,"116.335363,23.214591",公司企业;公司;冶金化工,潮南区,英深路,116.335363,23.214591
327,金平模杯刀模厂,"116.323541,23.278884",公司企业;公司;冶金化工,潮南区,陈贵路中国邮政储蓄银行(陈贵支行)西南侧约180米,116.323541,23.278884
328,伊班路服装厂,"116.360553,23.207233",公司企业;公司;冶金化工,潮南区,永安路古厝小学北侧约230米,116.360553,23.207233
329,伊可慕内衣厂,"116.324197,23.278497",公司企业;公司;冶金化工,潮南区,兴学路潮南区陈店第一初级中学西侧约230米,116.324197,23.278497
330,优雅风情内衣厂,"116.313073,23.270266",公司企业;公司;冶金化工,潮南区,G324(福昆线),116.313073,23.270266
331,陈店沙石场,"116.306340,23.251037",公司企业;公司;冶金化工,潮南区,陈沙公路与普宁大道交叉路口西侧,116.30634,23.251037
332,文鑫冲压厂,"116.301730,23.261597",公司企业;公司;冶金化工,潮南区,,116.30173,23.261597
333,诗妍娜针织内衣厂,"116.307760,23.246867",公司企业;公司;冶金化工,潮南区,仙城镇老五乡下乡洋五巷9号,116.30776,23.246867
334,校绣花总厂,"116.315114,23.265877",公司企业;公司;冶金化工,潮南区,陈沙公路陈店镇人民政府南侧约180米,116.315114,23.265877
335,林氏薄膜厂,"116.305361,23.270317",公司企业;公司;冶金化工,潮南区,G324(宏兴热贴合厂对面的左手边),116.305361,23.270317
336,宏发复棉厂,"116.318975,23.244783",公司企业;公司;冶金化工,潮南区,仙城镇友北村四路工业区,116.318975,23.244783
337,妍滢琪内衣厂,"116.318563,23.243307",公司企业;公司;冶金化工,潮南区,仙城镇友北工业区,116.318563,23.243307
338,随风加工厂,"116.323880,23.208247",公司企业;公司;冶金化工,潮南区,仙城镇利陂村莲花地二巷,116.32388,23.208247
339,旭鹏服装厂,"116.513067,23.191103",公司企业;公司;冶金化工,潮南区,北环一路与东兴区东路交叉路口北侧,116.513067,23.191103
340,顺兴制袋厂,"116.462999,23.254008",公司企业;公司;冶金化工,潮南区,练南乡练南学校附近,116.462999,23.254008
341,仙家冰厂,"116.511618,23.169113",公司企业;公司;冶金化工,潮南区,陇田镇沙陇仙家村灰路头,116.511618,23.169113
342,梦丹露工厂,"116.418213,23.231443",公司企业;公司;冶金化工,潮南区,峡山街道下东浦丹凤路,116.418213,23.231443
343,乐生塑料文化用品厂,"116.428513,23.273762",公司企业;公司;冶金化工,潮南区,峡华路荣昌加油站西南侧约110米,116.428513,23.273762
344,九斗老染厂,"116.328375,23.276315",公司企业;公司;冶金化工,潮南区,兴学路潮南区陈店镇溪口小学西南侧约120米,116.328375,23.276315
345,魅力身段厂,"116.312584,23.266626",公司企业;公司;冶金化工,潮南区,新汕路文苑酒店(陈店店),116.312584,23.266626
346,伟源印刷厂,"116.393966,23.247771",公司企业;公司;冶金化工,潮南区,后河西区一巷,116.393966,23.247771
347,鸿达染厂,"116.544804,23.151309",公司企业;公司;冶金化工,潮南区,陇田印染工业区A4三楼,116.544804,23.151309
348,汉丰吸塑制品厂,"116.409039,23.252955",公司企业;公司;冶金化工,潮南区,城美路地兴苑东侧,116.409039,23.252955
349,盈兴洗染厂,"116.545745,23.150471",公司企业;公司;冶金化工,潮南区,陇田镇田心印染工业园通用厂房A3栋地下101室,116.545745,23.150471
350,缤罗兰内衣厂,"116.324474,23.288043",公司企业;公司;冶金化工,潮南区,溪北工业区,116.324474,23.288043
351,金美华内衣厂,"116.318911,23.280310",公司企业;公司;冶金化工,潮南区,中南路,116.318911,23.28031
352,荣利纺织厂,"116.378833,23.215848",公司企业;公司;冶金化工,潮南区,两英镇古溪乡工业区,116.378833,23.215848
353,彬艺水草厂,"116.344379,23.288250",公司企业;公司;冶金化工,潮南区,华港大道流仙工业区,116.344379,23.28825
354,金贤电源壳厂,"116.347100,23.273533",公司企业;公司;冶金化工,潮南区,溪西大道,116.3471,23.273533
355,金程床垫厂,"116.387255,23.224300",公司企业;公司;冶金化工,潮南区,两英镇后洋村,116.387255,23.2243
356,厝特水溶纸厂,"116.350128,23.201955",公司企业;公司;冶金化工,潮南区,陈沙公路,116.350128,23.201955
357,胜兴电器厂,"116.390754,23.258418",公司企业;公司;冶金化工,潮南区,葫芦市大街西洋综合市场东北侧约170米,116.390754,23.258418
358,美佳印刷厂,"116.473090,23.207920",公司企业;公司;冶金化工,潮南区,胪岗镇胪溪乡工业区工业大道西60号,116.47309,23.20792
359,汕头市天韵日化有限公司,"116.392853,23.256047",公司企业;公司;冶金化工,潮南区,广汕公路美德楼西侧约130米,116.392853,23.256047
360,陇田高埔寨后南中围冰厂,"116.519537,23.191980",公司企业;公司;冶金化工,潮南区,,116.519537,23.19198
361,汕头市森辉纺织(制线厂),"116.413202,23.242987",公司企业;公司;冶金化工,潮南区,峡山街道金凤路震威大厦东北200米,116.413202,23.242987
362,汕头市潮南区合胜绣品厂,"116.513283,23.162494",公司企业;公司;冶金化工,潮南区,陇田镇仙家村大路茆港路口边,116.513283,23.162494
363,汕头市华实日化有限公司,"116.387168,23.263865",公司企业;公司;冶金化工,潮南区,塭美大道曼妮芬工业园西北侧约230米,116.387168,23.263865
364,万利隆化工,"116.424143,23.258068",公司企业;公司;冶金化工|购物服务;专卖店;专营店,潮南区,广祥路615-623号,116.424143,23.258068
365,汕头市旭光玻璃有限公司,"116.466777,23.177981",公司企业;公司;冶金化工,潮南区,成田镇家美村家一马沟尾工业区,116.466777,23.177981
366,汕头市奇利芳针织内衣厂,"116.324074,23.295695",公司企业;公司;冶金化工,潮南区,陈店镇内新村新光路,116.324074,23.295695
367,娇倩汕头市增达针织工艺厂,"116.321509,23.288789",公司企业;公司;冶金化工,潮南区,西环路吉祥幼儿园西北侧约180米,116.321509,23.288789
368,深圳市南山区燕梦姿内衣厂,"116.404128,23.249788",公司企业;公司;冶金化工,潮南区,峡山街道洋林工业区文昌园二巷17-18号,116.404128,23.249788
369,广东绿马精细化工有限公司,"116.487390,23.193025",公司企业;公司;冶金化工,潮南区,东成路潮南成田客运站西北侧约160米,116.48739,23.193025
370,汕头市潮南区美尔纸塑彩印厂,"116.381301,23.251791",公司企业;公司;冶金化工,潮南区,司马浦靳厝寨美尔纸塑彩印厂,116.381301,23.251791
371,汕头市潮南区陈店佐仕琪内衣厂,"116.334288,23.296924",公司企业;公司;冶金化工,潮南区,陈店镇浮草村向南二街,116.334288,23.296924
372,蕉岭县文福路亭(旋窑)联营水泥厂,"116.447081,23.265788",公司企业;公司;冶金化工,潮南区,长虹路东溪晓升中学西北侧约160米,116.447081,23.265788
373,汕头市潮南区峡山胡氏工艺制品厂,"116.445688,23.271248",公司企业;公司;冶金化工,潮南区,东环路华良大厦北侧约120米,116.445688,23.271248
