,name,location,type,adname,address
0,糖灶农场,"116.354087,23.121373",公司企业;农林牧渔基地;农场,潮南区,雷岭镇龟山村
1,西壁角农场,"117.095897,23.446429",公司企业;农林牧渔基地;农场,南澳县,勤晖建筑工程有限公司附近
