,name,location,type,adname,address,X,Y
413,汕头市锦鸿模具有限公司,"116.677862,23.368082",gongchang,金平区,光华街道厦岭路20号2座1楼,116.677862,23.368082
414,汕头市金平区松田机械厂,"116.642880,23.389357",gongchang,金平区,玉井社区沙北路166号之二,116.64288,23.389357
415,汕头市华盛彩钢夹芯板厂,"116.693386,23.410965",gongchang,金平区,西拢水利中路,116.693386,23.410965
416,汕头市金平区广汕模具厂,"116.692825,23.419595",gongchang,金平区,潮汕路月华工业区北侧蚂蚁投资管理有限公司前50米,116.692825,23.419595
417,汕头市金平区大江机械厂,"116.689313,23.382883",gongchang,金平区,金凤桥边下岐头围仔工业区一栋,116.689313,23.382883
418,佘振合珠饰厂,"116.688766,23.413244",gongchang,金平区,S233(潮汕路),116.688766,23.413244
419,广东省汕头市龙锋模具厂,"116.688809,23.394436",gongchang,金平区,益民路,116.688809,23.394436
420,汕头市金平区友创机械厂,"116.691322,23.400907",gongchang,金平区,马西中路尾之八号,116.691322,23.400907
421,汕头市崎碌电器有限公司,"116.675683,23.392001",gongchang,金平区,潮汕路金园工业城5a4-2厂房,116.675683,23.392001
422,汕头市金平区润源机械厂,"116.647375,23.409249",gongchang,金平区,鮀浦蓬洲西埕工业区2号,116.647375,23.409249
423,汕头聿怀仪器设备厂,"116.697693,23.358028",gongchang,金平区,三让路10号附近,116.697693,23.358028
424,汕头造船厂,"116.668897,23.363022",gongchang,金平区,光华街道西港路1号,116.668897,23.363022
425,汕头开旺智能工程设备厂,"116.704347,23.397448",gongchang,金平区,天山北路延伸新开路、龙湖沟旁,116.704347,23.397448
426,汕头市沪汕裕华粘胶制品厂,"116.665405,23.400234",gongchang,金平区,大学路金平民营科技园内金升6号,116.665405,23.400234
427,汕头市金平区焕然机械厂,"116.679735,23.416590",gongchang,金平区,龙洲路,116.679735,23.41659
428,广东嵩泰仓储设备有限公司,"116.699002,23.418583",gongchang,金平区,护堤路245号之一,116.699002,23.418583
429,汕头市和佳模具有限公司,"116.681967,23.435210",gongchang,金平区,月浦东兴工业区湖新路4号之二,116.681967,23.43521
430,汕头市汇景包装材料厂,"116.656795,23.388128",gongchang,金平区,升平第二工业区内06A1片区B座,116.656795,23.388128
431,汕头市新卓越机械有限公司,"116.681878,23.395696",gongchang,金平区,潮汕路84号,116.681878,23.395696
432,嘉艺红木厂,"116.690064,23.417953",gongchang,金平区,月桂一巷月华工业区西北侧约50米,116.690064,23.417953
433,广东誉佳兴科技有限公司,"116.592319,23.419098",gongchang,金平区,鮀莲街道莲风风福路8号,116.592319,23.419098
434,汕头市聚能科技有限公司,"116.592340,23.419135",gongchang,金平区,莲花街道莲风风福路8号,116.59234,23.419135
435,汕头市金翔包装材料有限公司,"116.684769,23.430966",gongchang,金平区,湖头东兴工业区湖兴路72号,116.684769,23.430966
436,广东恒展智能科技有限公司,"116.690899,23.399938",gongchang,金平区,潮汕路岐山北工业区A幢5号厂房,116.690899,23.399938
437,汕头市国平鸿盛塑料制品厂,"116.697098,23.398254",gongchang,金平区,岐山大路村埔头内工业基地,116.697098,23.398254
438,汕头市金平区宏固标准件厂,"116.645777,23.400610",gongchang,金平区,鮀浦镇长荣路长沟片区一路3号,116.645777,23.40061
439,汕头市河兴五金加工厂,"116.704801,23.396353",gongchang,金平区,汕樟路汕头市端然学校西侧,116.704801,23.396353
440,汕头市环保净化设备加工厂,"116.689398,23.375604",gongchang,金平区,护堤路43号,116.689398,23.375604
441,汕头市金平区卡衣娜服装厂,"116.696938,23.386579",gongchang,金平区,护堤路与岐山路交叉口东南400米,116.696938,23.386579
442,广东省汕头市东华包装食品机械厂,"116.709980,23.387685",gongchang,金平区,华山北路荷花园爽客对面,116.70998,23.387685
443,汕头市长宏机械设备有限公司,"116.687222,23.413697",gongchang,金平区,月浦黄藤线中路6号,116.687222,23.413697
444,英焙可(广东)食品有限公司,"116.672591,23.403643",gongchang,金平区,普宁路与南澳路交界处天原食品有限公司5楼,116.672591,23.403643
445,汕头市金平区新铭兴机械厂,"116.687094,23.415249",gongchang,金平区,月浦龙洲路22号,116.687094,23.415249
446,汕头市博锐五金实业有限公司,"116.664655,23.391182",gongchang,金平区,升业南路9号,116.664655,23.391182
447,汕头市潮津味食品有限公司,"116.688791,23.428785",gongchang,金平区,月浦青年路南侧六号,116.688791,23.428785
448,汕头市集华纺织工艺厂,"116.674423,23.387838",gongchang,金平区,岐山街道金园工业区,116.674423,23.387838
449,汕头市金平区清源五金加工场,"116.689619,23.395515",gongchang,金平区,岐山街道寨头中围工业区209号,116.689619,23.395515
450,汕头市金平区正鑫包装材料厂,"116.645140,23.399807",gongchang,金平区,云霞长荣路长沟一路,116.64514,23.399807
451,汕头市金平区南墩茂隆机械厂,"116.642239,23.392190",gongchang,金平区,鮀浦鮀济南路(鮀济中学对面)红狮工业区b3座,116.642239,23.39219
452,地方国营汕头瓷黑花纸印刷厂,"116.695572,23.360885",gongchang,金平区,中平街与中山路四中巷交叉口东北60米,116.695572,23.360885
453,汕头市辉宏装饰工程有限公司,"116.689572,23.384412",gongchang,金平区,护堤路104号,116.689572,23.384412
454,汕头市金品塑胶实业有限公司,"116.675530,23.434166",gongchang,金平区,汕揭公路47号之二,116.67553,23.434166
455,汕头市泽辰机械设备有限公司,"116.679570,23.377849",gongchang,金平区,潮汕路52号,116.67957,23.377849
456,汕头市鼎烨塑料包装有限公司,"116.692406,23.400091",gongchang,金平区,护堤路马西中路29号1栋,116.692406,23.400091
457,汕头市金平区峻耀机电设备厂,"116.691606,23.396149",gongchang,金平区,寨头街寨头北11巷24号,116.691606,23.396149
458,汕头市金平区玒兴五金机械厂,"116.688172,23.393344",gongchang,金平区,岐山中宫村益民路六号,116.688172,23.393344
459,汕头市起航金属制品有限公司,"116.689571,23.384414",gongchang,金平区,护堤路104号,116.689571,23.384414
460,汕头市金平区奋达塑料机械厂,"116.698908,23.381522",gongchang,金平区,汕樟路153号楼下之二,116.698908,23.381522
461,汕头市拓诚模具制造有限公司,"116.692668,23.392508",gongchang,金平区,岐山街道寨头东四巷三号,116.692668,23.392508
462,汕头市金平区银辉五金加工厂,"116.693602,23.399697",gongchang,金平区,马西市场南二巷18号之四,116.693602,23.399697
463,汕头市浩欣自动化设备有限公司,"116.701409,23.433280",gongchang,金平区,护提路298号,116.701409,23.43328
464,汕头市金平区光炜纸塑包装厂,"116.695906,23.400536",gongchang,金平区,岐山街道马西北二街5号,116.695906,23.400536
465,汕头胜艺工艺玻璃厂(码头路),"116.703520,23.401296",gongchang,金平区,码头路,116.70352,23.401296
466,汕头市金平区新生超声设备厂,"116.706256,23.394405",gongchang,金平区,浮西西宁路北二十二巷对面3号厂房,116.706256,23.394405
467,广东卡莉思包装科技有限公司,"116.701867,23.392362",gongchang,金平区,浮西工业区东桥综合厂房B座,116.701867,23.392362
468,汕头市金平区技佳塑胶模具厂,"116.691969,23.403792",gongchang,金平区,西陇社区水利路,116.691969,23.403792
469,汕头市金平区鮀彬塑料制品厂,"116.664472,23.416892",gongchang,金平区,庵曲公路,116.664472,23.416892
470,广东雄惠扬光森林废纸打包厂,"116.701378,23.391533",gongchang,金平区,汕樟路水利三角田片,116.701378,23.391533
471,汕头市金平区盛恒钣金加工厂,"116.702107,23.411899",gongchang,金平区,护堤路与金窖南一街交叉口北400米,116.702107,23.411899
472,汕头市晨晖包装制品有限公司,"116.689508,23.398848",gongchang,金平区,岐山街道寨头南澳路北侧厂房G栋,116.689508,23.398848
473,汕头市一能机械科技有限公司,"116.700117,23.407520",gongchang,金平区,陇头工业区左侧通巷(世纪润发对面巷内2号),116.700117,23.40752
474,汕头市潮澄环保设备有限公司,"116.665055,23.399952",gongchang,金平区,升平工业区4-1宗地C座1楼105,116.665055,23.399952
475,汕头市金平区凯佳钢化玻璃厂,"116.676381,23.423574",gongchang,金平区,月浦街道青年路西线机械院内凯佳玻璃厂,116.676381,23.423574
476,汕头市金平区元兴五金电镀厂,"116.673337,23.374838",gongchang,金平区,光华北四路光华北四路31号小区西侧约30米,116.673337,23.374838
477,汕头市明晋义齿科技有限公司,"116.689497,23.416680",gongchang,金平区,潮汕路月浦街道恒业大厦4楼,116.689497,23.41668
478,汕头市嘉年华塑料制品有限公司,"116.664152,23.409332",gongchang,金平区,鮀江街道金陇村中路,116.664152,23.409332
479,汕头经济特区万安包装印刷厂,"116.675094,23.389659",gongchang,金平区,岐山街道潮汕路北郊二围4栋,116.675094,23.389659
480,汕头市汕铭塑胶制品有限公司,"116.687422,23.429220",gongchang,金平区,月浦青年路5号之九,116.687422,23.42922
481,汕头市民达机械配件有限公司,"116.690646,23.429531",gongchang,金平区,潮汕路月浦龙兴工业区东侧之二A幢,116.690646,23.429531
482,汕头市金平区宝万莉服装加工场,"116.687591,23.384087",gongchang,金平区,岐山街道岐华路西侧04号2层,116.687591,23.384087
483,汕头东风印刷股份有限公司(C厂),"116.677192,23.396760",gongchang,金平区,潮汕路金园工业城北郊工业区4A2-2片区,116.677192,23.39676
484,广东省汕头胶粘带厂,"116.685706,23.371635",gongchang,金平区,护堤路新护街8号,116.685706,23.371635
485,汕头市七骏自动化设备有限公司,"116.688269,23.382837",gongchang,金平区,报本路39号之28,116.688269,23.382837
486,汕头市金平区格信集五金塑料厂,"116.689227,23.398176",gongchang,金平区,寨头中围工业区中路169号,116.689227,23.398176
487,汕头市祥兴隆橡塑制品有限公司,"116.662552,23.408859",gongchang,金平区,金陇中路7号B区,116.662552,23.408859
488,汕头市利佳创机械设备有限公司,"116.691107,23.40012",gongchang,金平区,岐山北工业区B幢2号厂房一之三,116.691107,23.40012
489,汕头市金福韵科技发展有限公司,"116.662698,23.396128",gongchang,金平区,金升5路30幢3楼,116.662698,23.396128
490,汕头市保温材料厂,"116.695794,23.384688",gongchang,金平区,汕樟路124号附近,116.695794,23.384688
491,汕头市红卫电器厂,"116.681574,23.393577",gongchang,金平区,金兴一路中汽客车有限公司,116.681574,23.393577
492,汕头升平轴承厂,"116.625726,23.410741",gongchang,金平区,鮀江街道大学路247号,116.625726,23.410741
493,汕头市第二纸箱包装厂,"116.681892,23.372421",gongchang,金平区,大宗前一直巷3号,116.681892,23.372421
494,汕头经济特区自动化电器设备总厂,"116.703870,23.354317",gongchang,金平区,滨港路与文化街交叉口西南160米,116.70387,23.354317
495,汕头市虹桥专用机械实业有限公司,"116.688372,23.382984",gongchang,金平区,报本路39号,116.688372,23.382984
496,汕头市金平区鑫林塑料包装加工厂,"116.633213,23.381180",gongchang,金平区,井中路26号,116.633213,23.38118
497,汕头市瑞祥模具有限公司注塑分厂,"116.675245,23.401566",gongchang,金平区,潮阳路与天际路交叉口西北200米,116.675245,23.401566
498,卓航玩具厂,"116.705969,23.394458",gongchang,金平区,浮西西宁路北22巷对面高压线厂房3号,116.705969,23.394458
499,鮀浦针织厂,"116.664707,23.403227",gongchang,金平区,大学路升平开发区内沿河路5号,116.664707,23.403227
500,海霸王金曼冷冻厂,"116.678925,23.370785",gongchang,金平区,潮汕路西2巷3号,116.678925,23.370785
501,汕头市华誉(宇)智能机械有限公司,"116.684291,23.410255",gongchang,金平区,揭阳路汕头岐山汽车客运站西侧约160米,116.684291,23.410255
502,汕头经济特区珠南机械厂,"116.671127,23.367659",gongchang,金平区,光华北一路与光华北一路直巷交叉口西南40米,116.671127,23.367659
503,铭辉彩板厂,"116.596355,23.423185",gongchang,金平区,大学路538号,116.596355,23.423185
504,广东省第二建筑工程有限公司第七工程队,"116.689641,23.369590",gongchang,金平区,大华路97号6-9幢附近,116.689641,23.36959
505,汕头市粮油食品机械厂有限公司,"116.68058,23.372386",gongchang,金平区,新岐路3号,116.68058,23.372386
506,汕头东风印刷股份有限公司(A厂),"116.676621,23.39061",gongchang,金平区,金园工业区金兴二路新业花纸公司隔壁往,116.676621,23.39061
507,汕头市市政工程总公司预制构件厂,"116.690249,23.382518",gongchang,金平区,护堤路96号,116.690249,23.382518
508,汕头市金平区升平星星游乐玩具厂,"116.626007,23.410569",gongchang,金平区,大学路245号,116.626007,23.410569
509,广东省第二建筑工程公司综合加工厂,"116.692555,23.386373",gongchang,金平区,岐山街道护堤路99号,116.692555,23.386373
510,汕头市金平区腾达日用品制造有限公司,"116.694946,23.409555",gongchang,金平区,岐山街道西陇水利路8号之一,116.694946,23.409555
511,汕头市福利医疗器械厂,"116.699682,23.362109",gongchang,金平区,长平路29,116.699682,23.362109
512,汕头机械(集团)公司动灵灯箱设备厂,"116.700453,23.377600",gongchang,金平区,党校路11号,116.700453,23.3776
513,广东省汕头市电器控制设备厂,"116.695132,23.354611",gongchang,金平区,饶平路5号,116.695132,23.354611
514,汕头东风印刷股份有限公司(B厂),"116.679877,23.394326",gongchang,金平区,金园工业区,116.679877,23.394326
515,汕头宝马工艺制品厂有限公司,"116.619403,23.408087",gongchang,金平区,金浦路南50米,116.619403,23.408087
516,汕头市升平区中山不干胶商标厂,"116.701126,23.380387",gongchang,金平区,蛇针路机电学校过80米,116.701126,23.380387
517,华达隆生猪定点屠宰厂有限公司,"116.702897,23.398539",gongchang,金平区,汕樟路梅溪桥旁,116.702897,23.398539
518,汕头超声电子公司覆铜板厂,"116.767838,23.262644",gongchang,濠江区,汕头保税区E04地块广东汕头超声电子股份有限公司,116.767838,23.262644
519,汕头比亚迪招聘处,"116.718571,23.255707",gongchang,濠江区,珠河北路与达南路交叉口西南80米(一期食堂二楼招聘教室),116.718571,23.255707
520,李老二隔壁纸盒厂,"116.736747,23.280975",gongchang,濠江区,达濠中心市场,116.736747,23.280975
521,汕头经济特区华汕包装机械厂,"116.651298,23.310490",gongchang,濠江区,河浦大道磊口工业区,116.651298,23.31049
522,平晟石材加工厂,"116.653768,23.319255",gongchang,濠江区,濠江区228国道辅路,116.653768,23.319255
523,福满堂家私厂,"116.684209,23.293132",gongchang,濠江区,磬石街道珠浦建材市场,116.684209,23.293132
524,美佳床垫厂展厅,"116.716099,23.287341",gongchang,濠江区,西墩大园工业区,116.716099,23.287341
525,汕头市濠江区信发羽毛球厂,"116.728982,23.273239",gongchang,濠江区,海旁路十横与海旁路交叉口东南80米,116.728982,23.273239
526,汕头市晶华鱼糜食品厂,"116.718055,23.279572",gongchang,濠江区,濠江大桥西侧敦煌路1号,116.718055,23.279572
527,汕头君艺机械厂,"116.736961,23.305852",gongchang,濠江区,葛州天南路46号,116.736961,23.305852
528,炷源废纸打包厂,"116.674918,23.247944",gongchang,濠江区,滨海立交与河浦大道交叉口南280米,116.674918,23.247944
529,濠铭抛光厂,"116.768109,23.272422",gongchang,濠江区,广澳街道南湖工业区16,116.768109,23.272422
530,祥泰纸箱厂,"116.758494,23.267291",gongchang,濠江区,福兴路汕头技师学院(南校区)南侧约250米,116.758494,23.267291
531,新兴织带制品厂,"116.671844,23.233074",gongchang,濠江区,,116.671844,23.233074
532,汕头市好食客食品有限公司,"116.697813,23.289209",gongchang,濠江区,磊广大道27号,116.697813,23.289209
533,汕头市天虹工艺厂有限公司,"116.733477,23.284206",gongchang,濠江区,磊广大道赤港旗幅埠工业区,116.733477,23.284206
534,汕头市濠江区瑞利酿酒厂,"116.716488,23.288325",gongchang,濠江区,西墩大园工业区,116.716488,23.288325
535,广东骊虹新材料有限公司,"116.775398,23.249173",gongchang,濠江区,广澳街道汕头保税区C12-4地块,116.775398,23.249173
536,广东艺源建设有限公司总厂,"116.679101,23.298641",gongchang,濠江区,头村路与磊广大道交叉口东北120米,116.679101,23.298641
537,广东新佳兴包装材料有限公司,"116.790397,23.233117",gongchang,濠江区,保税区E1路南端H1,116.790397,23.233117
538,汕头市新鸿泰塑胶有限公司,"116.734140,23.284043",gongchang,濠江区,府前路旗幅埠工业区3栋,116.73414,23.284043
539,东辉机械厂(机械加工修理),"116.723906,23.278878",gongchang,濠江区,海旁路45号机械厂,116.723906,23.278878
540,汕头市固彩涂装科技有限公司,"116.678269,23.257870",gongchang,濠江区,珠河路18号,116.678269,23.25787
541,汕头市金港精机科技有限公司,"116.677876,23.259245",gongchang,濠江区,珠河路15号,116.677876,23.259245
542,达濠纸盒厂,"116.680228,23.294243",gongchang,濠江区,磊广大道,116.680228,23.294243
543,邦宝益智玩具股份有限公司濠江厂区,"116.680852,23.248868",gongchang,濠江区,河浦大道纺织工业园,116.680852,23.248868
544,鸿发彩板,"116.705435,23.289194",gongchang,濠江区,磊广大道金园加油站往达濠方向300米处,116.705435,23.289194
545,鸿裕制衣厂,"116.731930,23.283468",gongchang,濠江区,赤港大兴街2号3层,116.73193,23.283468
546,汕头市濠星印刷有限公司,"116.707895,23.289709",gongchang,濠江区,磊广路北侧,116.707895,23.289709
547,汕头市华茂建材厂,"116.664031,23.326907",gongchang,濠江区,324国道西150米,116.664031,23.326907
548,广东省汕头市濠江区兴利达工艺礼品厂,"116.719509,23.285098",gongchang,濠江区,S337(磊广大道达濠华侨医院旁),116.719509,23.285098
549,艺濠工艺手袋厂,"116.704558,23.263887",gongchang,濠江区,大众路嘉利好工业园,116.704558,23.263887
550,汕头市达濠区濠源冷冻制冰厂,"116.731261,23.26692",gongchang,濠江区,下尾新码头对面,116.731261,23.26692
551,汕头市金威铭工艺制品厂,"116.683656,23.264679",gongchang,濠江区,岗背村玉厂对面,116.683656,23.264679
552,茂兴染整厂,"116.400121,23.352257",gongchang,潮阳区,谷饶镇谷贵路,116.400121,23.352257
553,广德泰酒厂,"116.48002,23.245328",gongchang,潮阳区,和平镇新风东路和平凤善小学南200米,116.48002,23.245328
554,汕头市潮阳区谷饶雅漫姿针织厂,"116.419048,23.350532",gongchang,潮阳区,上堡饶中路156号,116.419048,23.350532
555,永兴针织厂(中绣大厦东南),"116.422871,23.354069",gongchang,潮阳区,谷饶镇饶中路泰祥街17号,116.422871,23.354069
556,潮阳区饲料厂,"116.609300,23.267471",gongchang,潮阳区,北丹路汕头市潮阳区棉城中学(北区)西侧,116.6093,23.267471
557,盛发家私,"116.595779,23.271109",gongchang,潮阳区,棉兴北路3号,116.595779,23.271109
558,卡森全屋定制(厂),"116.456160,23.289617",gongchang,潮阳区,汕湛高速铜盂高速路口右转50米,116.45616,23.289617
559,创艺新针织辅料,"116.509100,23.372065",gongchang,潮阳区,竹林村戏台后面,116.5091,23.372065
560,汕头市时代振华服饰有限公司,"116.403187,23.353882",gongchang,潮阳区,谷饶镇茂二工业区,116.403187,23.353882
561,汕头市潮阳区展盛冷冻厂,"116.624413,23.188393",gongchang,潮阳区,海门镇迎宾路,116.624413,23.188393
562,美尔针织内衣厂,"116.389134,23.354372",gongchang,潮阳区,S237红黄蓝博狮国际幼儿园南侧约150米,116.389134,23.354372
563,戴娜针织厂,"116.428325,23.340197",gongchang,潮阳区,大坑乡新建桥头下,116.428325,23.340197
564,宏滨门窗厂,"116.398980,23.292083",gongchang,潮阳区,铜盂镇市上村,116.39898,23.292083
565,金润全屋定制智造中心,"116.579054,23.249329",gongchang,潮阳区,古帅路口法源寺住前200米灿盛车行内,116.579054,23.249329
566,维柏盛全屋定制厂,"116.395622,23.371066",gongchang,潮阳区,谷饶镇沟南工业区,116.395622,23.371066
567,丹阳不锈门窗厂,"116.612301,23.251455",gongchang,潮阳区,新华大道南50米,116.612301,23.251455
568,和平录音带厂,"116.483560,23.266113",gongchang,潮阳区,324国道与237省道交叉口西120米,116.48356,23.266113
569,彤影姿针织内衣厂,"116.410073,23.360464",gongchang,潮阳区,谷饶镇上堡惠民路北园区6巷108号,116.410073,23.360464
570,曼娜内衣有限公司,"116.425942,23.327372",gongchang,潮阳区,谷贵路东200米,116.425942,23.327372
571,金裕制衣,"116.549135,23.244527",gongchang,潮阳区,金浦三堡西环三路,116.549135,23.244527
572,伟宏电子,"116.428595,23.352382",gongchang,潮阳区,头埔村,116.428595,23.352382
573,泉塘钢筋制作,"116.495369,23.404329",gongchang,潮阳区,西胪镇泉塘村,116.495369,23.404329
574,汕头电视机厂,"116.608298,23.264842",gongchang,潮阳区,公园路23号,116.608298,23.264842
575,升龙石板材瓷砖加工场,"116.443566,23.451893",gongchang,潮阳区,,116.443566,23.451893
576,金诚花边,"116.419827,23.353068",gongchang,潮阳区,谷饶镇饶中路206号,116.419827,23.353068
577,永泽泰针织,"116.383216,23.350061",gongchang,潮阳区,谷贵路47号附近,116.383216,23.350061
578,汕头市时威针织胸围厂,"116.419670,23.359387",gongchang,潮阳区,有源路附近,116.41967,23.359387
579,松豪针织加工厂,"116.465097,23.330982",gongchang,潮阳区,金钱社附近,116.465097,23.330982
580,梦暖馨针织内衣厂,"116.449460,23.291147",gongchang,潮阳区,铜盂兴富东路草美路段,116.44946,23.291147
581,可莉娜无痕内衣,"116.427163,23.389267",gongchang,潮阳区,谷金路,116.427163,23.389267
582,宜群之秀内衣厂,"116.429442,23.317209",gongchang,潮阳区,铜盂镇深坽老公路,116.429442,23.317209
583,鑫佳内衣,"116.429825,23.377642",gongchang,潮阳区,工业园区,116.429825,23.377642
584,汕头裕昌实业有限公司,"116.631687,23.245606",gongchang,潮阳区,环市东路,116.631687,23.245606
585,百川内衣,"116.392074,23.353143",gongchang,潮阳区,谷饶镇东明洪和公路永泰缤纷城隔壁,116.392074,23.353143
586,百舒丽内衣厂,"116.382047,23.351420",gongchang,潮阳区,联堤上洋工业区四路,116.382047,23.35142
587,俊盛发时尚内衣厂,"116.388491,23.349576",gongchang,潮阳区,山力村,116.388491,23.349576
588,玉梅针织厂,"116.377711,23.340608",gongchang,潮阳区,贵屿镇南阳东洋布局九巷6号,116.377711,23.340608
589,晋兴针织厂,"116.421539,23.353377",gongchang,潮阳区,泰长街豪派酒店东南侧约210米,116.421539,23.353377
590,帝马文具,"116.469613,23.241762",gongchang,潮阳区,紫南路,116.469613,23.241762
591,羽驰制衣,"116.477362,23.238954",gongchang,潮阳区,和平镇老和惠路塘围路口,116.477362,23.238954
592,金利盛供应链,"116.424798,23.340016",gongchang,潮阳区,谷饶镇华光村创大东路,116.424798,23.340016
593,琪艳芬内衣厂,"116.422817,23.328421",gongchang,潮阳区,兴富路,116.422817,23.328421
594,立诚发织造,"116.413428,23.358588",gongchang,潮阳区,谷饶镇惠民路北园区六巷53号,116.413428,23.358588
595,朝福内衣厂,"116.381096,23.349915",gongchang,潮阳区,贵谷公路与联堤上洋工业区六路交叉口西北约80米,116.381096,23.349915
596,汕头市宝织娜服装厂,"116.381123,23.343707",gongchang,潮阳区,贵屿镇乌沙工业区,116.381123,23.343707
597,顺达石材,"116.611264,23.245416",gongchang,潮阳区,潮海路合兴家居实木体验馆北侧约40米,116.611264,23.245416
598,卡迪雅服饰厂,"116.503386,23.261037",gongchang,潮阳区,324国道南100米,116.503386,23.261037
599,恒泰音像磁带厂,"116.479254,23.257229",gongchang,潮阳区,和平镇新大桥边3号厂房,116.479254,23.257229
600,昌盛水塔厂,"116.459990,23.285974",gongchang,潮阳区,和平镇临昆上堡772号,116.45999,23.285974
601,安彤针织内衣厂,"116.413710,23.358428",gongchang,潮阳区,谷饶镇恵民路北二巷,116.41371,23.358428
602,龙泉文胸厂,"116.431717,23.329054",gongchang,潮阳区,谷饶大坑村英平路5号,116.431717,23.329054
603,华通内衣厂,"116.422383,23.362502",gongchang,潮阳区,谷饶镇官田四片佳美染厂后面,116.422383,23.362502
604,七彩飞霞文胸厂,"116.432379,23.316075",gongchang,潮阳区,铜盂镇金德实验学校斜对面泰城实业内5楼,116.432379,23.316075
605,谷饶魔玲珑针织内衣厂,"116.402489,23.353143",gongchang,潮阳区,谷饶镇茂二工业区魔玲珑针织内衣厂,116.402489,23.353143
606,汕头市心姿诺内衣厂,"116.400917,23.339236",gongchang,潮阳区,茂兴电商园D区d165-166,116.400917,23.339236
607,杰克凯电子厂,"116.413243,23.370673",gongchang,潮阳区,谷饶镇仙波村维也纳酒店后与新光交界处,116.413243,23.370673
608,双马利织带厂,"116.423499,23.390985",gongchang,潮阳区,谷金路石光小学南侧约140米,116.423499,23.390985
609,佩蕾莎内衣厂,"116.420143,23.362093",gongchang,潮阳区,谷饶镇官田村松阳路中段,116.420143,23.362093
610,大裕丙纶,"116.489487,23.263779",gongchang,潮阳区,和平镇,116.489487,23.263779
611,汕头市成兴针织内衣厂,"116.384958,23.349929",gongchang,潮阳区,贵屿镇山力学校前路西十一街14号,116.384958,23.349929
612,希天娜针织内衣厂,"116.366588,23.334697",gongchang,潮阳区,南阳乡联提下洋东六路公路边,116.366588,23.334697
613,雅欣倩针织内衣厂,"116.368944,23.338148",gongchang,潮阳区,059县道与联堤下洋新兴区西一路交叉口东北100米,116.368944,23.338148
614,欣发针织内衣厂,"116.383512,23.351439",gongchang,潮阳区,贵谷公路北100米,116.383512,23.351439
615,鹏业织造内衣厂,"116.383442,23.349625",gongchang,潮阳区,贵屿镇贵谷公路东洋工业区A区八路一横路,116.383442,23.349625
616,睿盛泰针织内衣厂,"116.380333,23.344845",gongchang,潮阳区,贵屿镇东洋工业区百利安后三街,116.380333,23.344845
617,永兴彩印包装,"116.579041,23.251956",gongchang,潮阳区,城西西路,116.579041,23.251956
618,恒顺电子厂,"116.609492,23.275560",gongchang,潮阳区,棉北工业区樱绮丽内衣厂,116.609492,23.27556
619,索科镭雕,"116.393088,23.371262",gongchang,潮阳区,谷饶沟南工业区,116.393088,23.371262
620,汕头市雅雅红木厂,"116.630669,23.247182",gongchang,潮阳区,城东大道,116.630669,23.247182
621,万盛兴厂房,"116.627621,23.245320",gongchang,潮阳区,东岩路中段汕头市坚丽金属制品有限公司后门,116.627621,23.24532
622,凯利源玩具厂,"116.609400,23.275335",gongchang,潮阳区,工业区二路与城北五路交叉口南200米,116.6094,23.275335
623,华鑫电子厂,"116.608666,23.273191",gongchang,潮阳区,外经工业村西幢第2层(云中饭店楚韵分店)向北8米,116.608666,23.273191
624,长荣机械厂,"116.614843,23.242783",gongchang,潮阳区,城南街道沧州工业区15幢,116.614843,23.242783
625,行星针织内衣厂,"116.381795,23.351002",gongchang,潮阳区,贵屿联堤工业区五路,116.381795,23.351002
626,丹妮内衣厂,"116.530274,23.350508",gongchang,潮阳区,中田路与潮揭路交叉口西南480米,116.530274,23.350508
627,古莱艳内衣,"116.554374,23.253759",gongchang,潮阳区,金浦街道南门村农场中西直路30号,116.554374,23.253759
628,潮锋电动门厂,"116.590005,23.258516",gongchang,潮阳区,棉西路与城西二路交叉口东北80米,116.590005,23.258516
629,汕头市阳华木制品厂,"116.611450,23.246966",gongchang,潮阳区,棉城沧州工业区,116.61145,23.246966
630,玮泰电子厂,"116.608582,23.275383",gongchang,潮阳区,平北工业区8号,116.608582,23.275383
631,万吉美坐垫厂,"116.555488,23.255401",gongchang,潮阳区,金浦街道南门村广汕公路南52号,116.555488,23.255401
632,涛仔肩带加工厂,"116.504525,23.385622",gongchang,潮阳区,西胪镇西二村池内十直巷4号,116.504525,23.385622
633,鸿兴石材,"116.492769,23.410317",gongchang,潮阳区,揭海公路,116.492769,23.410317
634,北铺文胸厂,"116.501461,23.385388",gongchang,潮阳区,潮揭路与西兴路交叉口北280米,116.501461,23.385388
635,星都文具厂,"116.536084,23.253685",gongchang,潮阳区,沟西新路,116.536084,23.253685
636,阿尾无痕内衣厂,"116.499639,23.417076",gongchang,潮阳区,,116.499639,23.417076
637,添胜纸品厂,"116.523479,23.256614",gongchang,潮阳区,林八港路与奉姑大路交叉口东南80米,116.523479,23.256614
638,新宏远纸品厂,"116.520691,23.253753",gongchang,潮阳区,奉姑大路与林八港路交叉口西南440米,116.520691,23.253753
639,和升车厢厂,"116.507580,23.264376",gongchang,潮阳区,中英文学校隔壁路口(星辉造纸厂隔壁),116.50758,23.264376
640,雷沃日化厂,"116.506369,23.263239",gongchang,潮阳区,和平镇新世纪中英文右侧大路500m,116.506369,23.263239
641,汕头市大洋文具厂,"116.473855,23.258226",gongchang,潮阳区,和平镇和英新区英中路128号,116.473855,23.258226
