ID,name,location,type,adname,address,X,Y
187,超力电机股份有限公司,"116.806325,23.44015",公司企业;公司;机械电子,澄海区,凤翔街道莱美工业区,116.806325,23.44015
188,博晟机电,"116.747985,23.475481",公司企业;公司;机械电子,澄海区,广益街道龙田,116.747985,23.475481
189,科奥电子科技有限公司,"116.756882,23.474373",公司企业;公司;机械电子,澄海区,宁川西路格林豪泰商务酒店(汕头澄江路店),116.756882,23.474373
190,汕头市锐科电子有限公司(金鸿公路),"116.817546,23.443332",公司企业;公司;机械电子,澄海区,金鸿公路坝头路,116.817546,23.443332
191,辉源塑料机械有限公司,"116.777607,23.458612",公司企业;公司;机械电子,澄海区,东港路与秀夫路交叉口北240米,116.777607,23.458612
192,海讯电子,"116.765092,23.464644",公司企业;公司;机械电子,澄海区,文祠西路58附近,116.765092,23.464644
193,百赞电子,"116.759807,23.459823",公司企业;公司;机械电子,澄海区,玉亭路与永吉巷交叉口西北40米,116.759807,23.459823
194,澄海茂盛电子,"116.762467,23.459401",公司企业;公司;机械电子,澄海区,外环西路西门企溪工业区,116.762467,23.459401
195,华声电子,"116.756208,23.463660",公司企业;公司;机械电子,澄海区,锦江玩具实业有有限,116.756208,23.46366
196,文信机械,"116.763245,23.458353",公司企业;公司;机械电子,澄海区,蓬岭路与外环南路交叉口东100米,116.763245,23.458353
197,益恒糖胶机械,"116.751044,23.474933",公司企业;公司;机械电子,澄海区,安庆路与玉南路交叉口西南40米,116.751044,23.474933
198,集晶电子,"116.766409,23.469525",公司企业;公司;机械电子,澄海区,美乐二路与振兴路交叉口东南80米,116.766409,23.469525
199,升源电子,"116.765274,23.469651",公司企业;公司;机械电子,澄海区,振兴路汇景花园A58号,116.765274,23.469651
200,锦裕隆机械,"116.767346,23.476243",公司企业;公司;机械电子,澄海区,广益街道,116.767346,23.476243
201,东亿电子科技有限公司,"116.797157,23.461497",公司企业;公司;机械电子,澄海区,莲河东路81号凯仑公司六层,116.797157,23.461497
202,恒宇电子,"116.770514,23.470762",公司企业;公司;机械电子,澄海区,同益路澄海汽车客运站西侧约50米,116.770514,23.470762
203,长盛机电,"116.793682,23.454268",公司企业;公司;机械电子,澄海区,凤翔路与凤新二路交叉路口往东南约100米,116.793682,23.454268
204,夏泰机械,"116.824938,23.424875",公司企业;公司;机械电子,澄海区,岭海路坝头中心小学东侧,116.824938,23.424875
