,name,location,type,adname,address
0,外砂狮头鹅种鹅场,"116.762719,23.443194",公司企业;农林牧渔基地;家禽养殖基地,龙湖区,662乡道附近
1,养猪场,"116.625287,23.194974",公司企业;农林牧渔基地;家禽养殖基地,潮阳区,和睦中学南侧约220米
2,耿德养猪场,"116.469266,23.216532",公司企业;农林牧渔基地;家禽养殖基地,潮南区,胪岗镇胪溪乡溪和路
3,路杀猪场,"116.325943,23.275903",公司企业;农林牧渔基地;家禽养殖基地,潮南区,陈店一中对面路口
4,万宝猪场,"116.791621,23.530231",公司企业;农林牧渔基地;家禽养殖基地,澄海区,莲上镇塔山工业区
5,永发电孵鹅苗,"116.811552,23.549006",公司企业;农林牧渔基地;家禽养殖基地,澄海区,南砂乡公路边邮政银行华文雅居附近
