,name,location,type,adname,address
0,潮汕柑橘园,"116.417880,23.389450",公司企业;农林牧渔基地;水果基地,潮阳区,石佛村
1,成鑫果园,"116.841950,23.523498",公司企业;农林牧渔基地;水果基地,澄海区,溪南镇
