ID,name,location,type,adname,address,X,Y
365,广盈五金加工厂,"116.691079,23.397599",公司企业;工厂;工厂,金平区,大路陇心片区25巷4号,116.691079,23.397599
366,建兴模具厂,"116.689026,23.397706",公司企业;工厂;工厂,金平区,岐山街道寨头工业区中围中路,116.689026,23.397706
367,帝华星日用制品厂,"116.700885,23.411216",公司企业;工厂;工厂,金平区,陇头工业区雄兴集团首层,116.700885,23.411216
368,天顺激光钣金加工厂,"116.690052,23.411354",公司企业;工厂;工厂,金平区,水利路3号,116.690052,23.411354
369,盛晔钣金机械厂,"116.699587,23.405530",公司企业;工厂;工厂,金平区,护堤路陇头小学东北侧约260米,116.699587,23.40553
370,汕头市金平区荣威机械厂,"116.671664,23.366206",公司企业;工厂;工厂,金平区,光华路39号,116.671664,23.366206
371,乔林电子厂,"116.691536,23.415409",公司企业;工厂;工厂,金平区,潮汕路189号乔林电子厂,116.691536,23.415409
372,莱克仕盾门业,"116.664682,23.415066",公司企业;工厂;工厂,金平区,庵曲公路,116.664682,23.415066
373,香汕家具厂,"116.641090,23.393518",公司企业;工厂;工厂,金平区,鮀济南路济中学旁边香汕家具厂,116.64109,23.393518
374,HUIFENG标识工艺厂,"116.691321,23.400846",公司企业;工厂;工厂,金平区,马西中路新洲工业园东南侧约30米,116.691321,23.400846
375,维思奇食品有限公司,"116.672253,23.400342",公司企业;工厂;工厂,金平区,广东省汕头市金平区金园工业区13-02片区 广东维思奇食品有限公司,116.672253,23.400342
376,梦驰玩具厂,"116.705820,23.394265",公司企业;工厂;工厂,金平区,西宁路原高压线下5号,116.70582,23.394265
377,博远机械有限公司,"116.688304,23.405321",公司企业;工厂;工厂,金平区,潮汕路183号东侧100米,116.688304,23.405321
378,锦龙木线厂,"116.696691,23.400775",公司企业;工厂;工厂,金平区,岐山街道马西北二街7号之一,116.696691,23.400775
379,汕头市金平区明顺塑胶,"116.665464,23.410073",公司企业;工厂;工厂,金平区,金陇新东街路尾,116.665464,23.410073
380,汕头市美源黏胶制品厂,"116.627583,23.406077",公司企业;工厂;工厂,金平区,叠金工业区叠金一路,116.627583,23.406077
381,永安机械厂,"116.662015,23.401382",公司企业;工厂;工厂,金平区,大学路升平工业区金升8路12号永安机械厂,116.662015,23.401382
382,顺沣钢结构,"116.687194,23.370430",公司企业;工厂;工厂,金平区,护堤路17号,116.687194,23.37043
383,创宏钢化玻璃盖厂,"116.676398,23.423703",公司企业;工厂;工厂,金平区,月浦街道青年路青年俱乐部右拐一百米,116.676398,23.423703
384,中诚五金厂,"116.686903,23.413909",公司企业;工厂;工厂,金平区,月浦街道黄藤中线8号,116.686903,23.413909
385,凌云机械厂,"116.685638,23.415424",公司企业;工厂;工厂,金平区,龙洲路汕头市岐山第二中学东侧约80米,116.685638,23.415424
386,长河机械,"116.656554,23.402171",公司企业;工厂;工厂,金平区,溪东新校路22号之二,116.656554,23.402171
387,鸿利通机械有限公司,"116.671535,23.430035",公司企业;工厂;工厂,金平区,鮀江街道南街5号120房,116.671535,23.430035
388,汕头市荣浩五金加工厂,"116.693480,23.431949",公司企业;工厂;工厂,金平区,共清路尾1号仓库,116.69348,23.431949
389,玉润钢筋加工厂,"116.638696,23.390088",公司企业;工厂;工厂,金平区,鮀济南路102号,116.638696,23.390088
390,崭生五金加工厂,"116.690676,23.419715",公司企业;工厂;工厂,金平区,汕头市金平区月埔街道月桂十一巷,116.690676,23.419715
391,鸿兴纸桶厂,"116.629584,23.387490",公司企业;工厂;工厂,金平区,大场小学东侧约190米,116.629584,23.38749
392,汕头市宝发机械厂,"116.694511,23.422997",公司企业;工厂;工厂,金平区,围仔角中路13号,116.694511,23.422997
393,信德机床厂,"116.686704,23.414926",公司企业;工厂;工厂,金平区,月浦龙洲路中段一直巷一号对面,116.686704,23.414926
394,钢筋加工场,"116.615295,23.416961",公司企业;工厂;工厂,金平区,大学路与菩提路交叉口东南360米,116.615295,23.416961
395,鑫汇机械,"116.646898,23.408391",公司企业;工厂;工厂,金平区,鮀浦西埕路中段,116.646898,23.408391
396,广东智工科技有限公司,"116.688385,23.430642",公司企业;工厂;工厂,金平区,月浦社区青年路双溪咀旁三号先行投资建设工业厂房2栋之一,116.688385,23.430642
397,蓝兴机械有限公司,"116.692664,23.425940",公司企业;工厂;工厂,金平区,月浦街道环月三巷一号,116.692664,23.42594
398,万顺废纸打包厂,"116.693256,23.423738",公司企业;工厂;工厂,金平区,潮汕路辅路与月浦路交叉口东南140米,116.693256,23.423738
399,汕头市芳喜塑胶有限公司,"116.692252,23.397743",公司企业;工厂;工厂,金平区,大路村陇心工业区166号厂房,116.692252,23.397743
400,汕头市金平区新湖电器配件厂,"116.691724,23.396535",公司企业;工厂;工厂,金平区,岐山街道岐山寨头内围工业区7号,116.691724,23.396535
401,汕头糖果饼干食品总厂(汕樟路),"116.693425,23.368439",餐饮服务;糕饼店;糕饼店|公司企业;工厂;工厂|购物服务;便民商店/便利店;便民商店/便利店,金平区,汕樟路立交桥旁金华街3号2楼,116.693425,23.368439
402,协诚激光切割加工厂,"116.694879,23.424362",公司企业;工厂;工厂,金平区,鳄浦路富强红木香居门业东侧约280米,116.694879,23.424362
403,汕头宝马工艺制品厂,"116.616626,23.409286",公司企业;工厂;工厂,金平区,金浦路与鮀西路交叉口西400米,116.616626,23.409286
404,莲山采石场,"116.594097,23.448016",公司企业;工厂;工厂,金平区,437乡道与788乡道交叉口西460米,116.594097,23.448016
405,汕头市金平区舒口食品厂,"116.703957,23.353659",公司企业;工厂;工厂,金平区,渔港路2号大洋工业城南座第六层,116.703957,23.353659
406,汕头市金平区宏信机械厂,"116.688672,23.383401",公司企业;工厂;工厂,金平区,报本路39号之31,116.688672,23.383401
407,汕头金明塑胶设备厂,"116.676724,23.392913",公司企业;工厂;工厂,金平区,潮汕路金园工业区,116.676724,23.392913
408,汕头市塑料九厂,"116.702257,23.389778",公司企业;工厂;工厂,金平区,东墩水厂路,116.702257,23.389778
409,汕头市金平区达炜机械厂,"116.688514,23.394573",公司企业;工厂;工厂,金平区,,116.688514,23.394573
410,汕头众之力木制品加工厂,"116.710605,23.403717",公司企业;工厂;工厂,金平区,汕樟北路新浮东市场东北侧约300米,116.710605,23.403717
411,腾飞工艺,"116.675773,23.387347",公司企业;工厂;工厂,金平区,报本西路德力液压旁,116.675773,23.387347
412,汕头市福利家具厂,"116.699462,23.362371",公司企业;工厂;工厂,金平区,长平路29号、29号3,116.699462,23.362371
413,汕头市锦鸿模具有限公司,"116.677862,23.368082",公司企业;工厂;工厂,金平区,光华街道厦岭路20号2座1楼,116.677862,23.368082
414,汕头市金平区松田机械厂,"116.642880,23.389357",公司企业;工厂;工厂,金平区,玉井社区沙北路166号之二,116.64288,23.389357
415,汕头市华盛彩钢夹芯板厂,"116.693386,23.410965",公司企业;工厂;工厂,金平区,西拢水利中路,116.693386,23.410965
416,汕头市金平区广汕模具厂,"116.692825,23.419595",公司企业;工厂;工厂,金平区,潮汕路月华工业区北侧蚂蚁投资管理有限公司前50米,116.692825,23.419595
417,汕头市金平区大江机械厂,"116.689313,23.382883",公司企业;工厂;工厂,金平区,金凤桥边下岐头围仔工业区一栋,116.689313,23.382883
418,佘振合珠饰厂,"116.688766,23.413244",公司企业;工厂;工厂,金平区,S233(潮汕路),116.688766,23.413244
419,广东省汕头市龙锋模具厂,"116.688809,23.394436",公司企业;工厂;工厂,金平区,益民路,116.688809,23.394436
420,汕头市金平区友创机械厂,"116.691322,23.400907",公司企业;工厂;工厂,金平区,马西中路尾之八号,116.691322,23.400907
421,汕头市崎碌电器有限公司,"116.675683,23.392001",公司企业;公司;公司|公司企业;工厂;工厂,金平区,潮汕路金园工业城5a4-2厂房,116.675683,23.392001
422,汕头市金平区润源机械厂,"116.647375,23.409249",公司企业;工厂;工厂,金平区,鮀浦蓬洲西埕工业区2号,116.647375,23.409249
423,汕头聿怀仪器设备厂,"116.697693,23.358028",公司企业;工厂;工厂,金平区,三让路10号附近,116.697693,23.358028
424,汕头造船厂,"116.668897,23.363022",公司企业;工厂;工厂,金平区,光华街道西港路1号,116.668897,23.363022
425,汕头开旺智能工程设备厂,"116.704347,23.397448",公司企业;工厂;工厂,金平区,天山北路延伸新开路、龙湖沟旁,116.704347,23.397448
426,汕头市沪汕裕华粘胶制品厂,"116.665405,23.400234",公司企业;工厂;工厂,金平区,大学路金平民营科技园内金升6号,116.665405,23.400234
427,汕头市金平区焕然机械厂,"116.679735,23.416590",公司企业;工厂;工厂,金平区,龙洲路,116.679735,23.41659
428,广东嵩泰仓储设备有限公司,"116.699002,23.418583",公司企业;工厂;工厂,金平区,护堤路245号之一,116.699002,23.418583
429,汕头市和佳模具有限公司,"116.681967,23.435210",公司企业;工厂;工厂,金平区,月浦东兴工业区湖新路4号之二,116.681967,23.43521
430,汕头市汇景包装材料厂,"116.656795,23.388128",公司企业;工厂;工厂,金平区,升平第二工业区内06A1片区B座,116.656795,23.388128
431,汕头市新卓越机械有限公司,"116.681878,23.395696",公司企业;工厂;工厂,金平区,潮汕路84号,116.681878,23.395696
432,嘉艺红木厂,"116.690064,23.417953",公司企业;工厂;工厂,金平区,月桂一巷月华工业区西北侧约50米,116.690064,23.417953
433,广东誉佳兴科技有限公司,"116.592319,23.419098",公司企业;工厂;工厂,金平区,鮀莲街道莲风风福路8号,116.592319,23.419098
434,汕头市聚能科技有限公司,"116.592340,23.419135",公司企业;工厂;工厂,金平区,莲花街道莲风风福路8号,116.59234,23.419135
435,汕头市金翔包装材料有限公司,"116.684769,23.430966",公司企业;工厂;工厂,金平区,湖头东兴工业区湖兴路72号,116.684769,23.430966
436,广东恒展智能科技有限公司,"116.690899,23.399938",公司企业;工厂;工厂,金平区,潮汕路岐山北工业区A幢5号厂房,116.690899,23.399938
437,汕头市国平鸿盛塑料制品厂,"116.697098,23.398254",公司企业;工厂;工厂,金平区,岐山大路村埔头内工业基地,116.697098,23.398254
438,汕头市金平区宏固标准件厂,"116.645777,23.400610",公司企业;工厂;工厂,金平区,鮀浦镇长荣路长沟片区一路3号,116.645777,23.40061
439,汕头市河兴五金加工厂,"116.704801,23.396353",公司企业;工厂;工厂,金平区,汕樟路汕头市端然学校西侧,116.704801,23.396353
440,汕头市环保净化设备加工厂,"116.689398,23.375604",公司企业;工厂;工厂,金平区,护堤路43号,116.689398,23.375604
441,汕头市金平区卡衣娜服装厂,"116.696938,23.386579",公司企业;工厂;工厂,金平区,护堤路与岐山路交叉口东南400米,116.696938,23.386579
442,广东省汕头市东华包装食品机械厂,"116.709980,23.387685",公司企业;工厂;工厂,金平区,华山北路荷花园爽客对面,116.70998,23.387685
443,汕头市长宏机械设备有限公司,"116.687222,23.413697",公司企业;工厂;工厂,金平区,月浦黄藤线中路6号,116.687222,23.413697
444,英焙可(广东)食品有限公司,"116.672591,23.403643",公司企业;工厂;工厂,金平区,普宁路与南澳路交界处天原食品有限公司5楼,116.672591,23.403643
445,汕头市金平区新铭兴机械厂,"116.687094,23.415249",公司企业;工厂;工厂,金平区,月浦龙洲路22号,116.687094,23.415249
446,汕头市博锐五金实业有限公司,"116.664655,23.391182",公司企业;工厂;工厂,金平区,升业南路9号,116.664655,23.391182
447,汕头市潮津味食品有限公司,"116.688791,23.428785",公司企业;工厂;工厂,金平区,月浦青年路南侧六号,116.688791,23.428785
448,汕头市集华纺织工艺厂,"116.674423,23.387838",公司企业;工厂;工厂,金平区,岐山街道金园工业区,116.674423,23.387838
449,汕头市金平区清源五金加工场,"116.689619,23.395515",公司企业;工厂;工厂,金平区,岐山街道寨头中围工业区209号,116.689619,23.395515
450,汕头市金平区正鑫包装材料厂,"116.645140,23.399807",公司企业;工厂;工厂,金平区,云霞长荣路长沟一路,116.64514,23.399807
451,汕头市金平区南墩茂隆机械厂,"116.642239,23.392190",公司企业;工厂;工厂,金平区,鮀浦鮀济南路(鮀济中学对面)红狮工业区b3座,116.642239,23.39219
452,地方国营汕头瓷黑花纸印刷厂,"116.695572,23.360885",公司企业;工厂;工厂,金平区,中平街与中山路四中巷交叉口东北60米,116.695572,23.360885
453,汕头市辉宏装饰工程有限公司,"116.689572,23.384412",公司企业;工厂;工厂,金平区,护堤路104号,116.689572,23.384412
454,汕头市金品塑胶实业有限公司,"116.675530,23.434166",公司企业;工厂;工厂,金平区,汕揭公路47号之二,116.67553,23.434166
455,汕头市泽辰机械设备有限公司,"116.679570,23.377849",公司企业;工厂;工厂,金平区,潮汕路52号,116.67957,23.377849
456,汕头市鼎烨塑料包装有限公司,"116.692406,23.400091",公司企业;工厂;工厂,金平区,护堤路马西中路29号1栋,116.692406,23.400091
457,汕头市金平区峻耀机电设备厂,"116.691606,23.396149",公司企业;工厂;工厂,金平区,寨头街寨头北11巷24号,116.691606,23.396149
458,汕头市金平区玒兴五金机械厂,"116.688172,23.393344",公司企业;工厂;工厂,金平区,岐山中宫村益民路六号,116.688172,23.393344
459,汕头市起航金属制品有限公司,"116.689571,23.384414",公司企业;工厂;工厂,金平区,护堤路104号,116.689571,23.384414
460,汕头市金平区奋达塑料机械厂,"116.698908,23.381522",公司企业;工厂;工厂,金平区,汕樟路153号楼下之二,116.698908,23.381522
461,汕头市拓诚模具制造有限公司,"116.692668,23.392508",公司企业;工厂;工厂,金平区,岐山街道寨头东四巷三号,116.692668,23.392508
462,汕头市金平区银辉五金加工厂,"116.693602,23.399697",公司企业;工厂;工厂,金平区,马西市场南二巷18号之四,116.693602,23.399697
463,汕头市浩欣自动化设备有限公司,"116.701409,23.433280",公司企业;工厂;工厂,金平区,护提路298号,116.701409,23.43328
464,汕头市金平区光炜纸塑包装厂,"116.695906,23.400536",公司企业;工厂;工厂,金平区,岐山街道马西北二街5号,116.695906,23.400536
465,汕头胜艺工艺玻璃厂(码头路),"116.703520,23.401296",公司企业;工厂;工厂,金平区,码头路,116.70352,23.401296
466,汕头市金平区新生超声设备厂,"116.706256,23.394405",公司企业;工厂;工厂,金平区,浮西西宁路北二十二巷对面3号厂房,116.706256,23.394405
467,广东卡莉思包装科技有限公司,"116.701867,23.392362",公司企业;工厂;工厂,金平区,浮西工业区东桥综合厂房B座,116.701867,23.392362
468,汕头市金平区技佳塑胶模具厂,"116.691969,23.403792",公司企业;工厂;工厂,金平区,西陇社区水利路,116.691969,23.403792
469,汕头市金平区鮀彬塑料制品厂,"116.664472,23.416892",公司企业;工厂;工厂,金平区,庵曲公路,116.664472,23.416892
470,广东雄惠扬光森林废纸打包厂,"116.701378,23.391533",公司企业;工厂;工厂,金平区,汕樟路水利三角田片,116.701378,23.391533
471,汕头市金平区盛恒钣金加工厂,"116.702107,23.411899",公司企业;工厂;工厂,金平区,护堤路与金窖南一街交叉口北400米,116.702107,23.411899
472,汕头市晨晖包装制品有限公司,"116.689508,23.398848",公司企业;工厂;工厂,金平区,岐山街道寨头南澳路北侧厂房G栋,116.689508,23.398848
473,汕头市一能机械科技有限公司,"116.700117,23.407520",公司企业;工厂;工厂,金平区,陇头工业区左侧通巷(世纪润发对面巷内2号),116.700117,23.40752
474,汕头市潮澄环保设备有限公司,"116.665055,23.399952",公司企业;工厂;工厂,金平区,升平工业区4-1宗地C座1楼105,116.665055,23.399952
475,汕头市金平区凯佳钢化玻璃厂,"116.676381,23.423574",公司企业;工厂;工厂,金平区,月浦街道青年路西线机械院内凯佳玻璃厂,116.676381,23.423574
476,汕头市金平区元兴五金电镀厂,"116.673337,23.374838",公司企业;工厂;工厂,金平区,光华北四路光华北四路31号小区西侧约30米,116.673337,23.374838
477,汕头市明晋义齿科技有限公司,"116.689497,23.416680",公司企业;工厂;工厂,金平区,潮汕路月浦街道恒业大厦4楼,116.689497,23.41668
478,汕头市嘉年华塑料制品有限公司,"116.664152,23.409332",公司企业;工厂;工厂,金平区,鮀江街道金陇村中路,116.664152,23.409332
479,汕头经济特区万安包装印刷厂,"116.675094,23.389659",公司企业;工厂;工厂,金平区,岐山街道潮汕路北郊二围4栋,116.675094,23.389659
480,汕头市汕铭塑胶制品有限公司,"116.687422,23.429220",公司企业;工厂;工厂,金平区,月浦青年路5号之九,116.687422,23.42922
481,汕头市民达机械配件有限公司,"116.690646,23.429531",公司企业;工厂;工厂,金平区,潮汕路月浦龙兴工业区东侧之二A幢,116.690646,23.429531
482,汕头市金平区宝万莉服装加工场,"116.687591,23.384087",公司企业;工厂;工厂,金平区,岐山街道岐华路西侧04号2层,116.687591,23.384087
483,汕头东风印刷股份有限公司(C厂),"116.677192,23.396760",公司企业;工厂;工厂,金平区,潮汕路金园工业城北郊工业区4A2-2片区,116.677192,23.39676
484,广东省汕头胶粘带厂,"116.685706,23.371635",公司企业;工厂;工厂,金平区,护堤路新护街8号,116.685706,23.371635
485,汕头市七骏自动化设备有限公司,"116.688269,23.382837",公司企业;工厂;工厂,金平区,报本路39号之28,116.688269,23.382837
486,汕头市金平区格信集五金塑料厂,"116.689227,23.398176",公司企业;工厂;工厂,金平区,寨头中围工业区中路169号,116.689227,23.398176
487,汕头市祥兴隆橡塑制品有限公司,"116.662552,23.408859",公司企业;工厂;工厂,金平区,金陇中路7号B区,116.662552,23.408859
488,汕头市利佳创机械设备有限公司,"116.691107,23.40012",公司企业;工厂;工厂,金平区,岐山北工业区B幢2号厂房一之三,116.691107,23.40012
489,汕头市金福韵科技发展有限公司,"116.662698,23.396128",公司企业;工厂;工厂,金平区,金升5路30幢3楼,116.662698,23.396128
490,汕头市保温材料厂,"116.695794,23.384688",公司企业;工厂;工厂,金平区,汕樟路124号附近,116.695794,23.384688
491,汕头市红卫电器厂,"116.681574,23.393577",公司企业;工厂;工厂,金平区,金兴一路中汽客车有限公司,116.681574,23.393577
492,汕头升平轴承厂,"116.625726,23.410741",公司企业;工厂;工厂,金平区,鮀江街道大学路247号,116.625726,23.410741
493,汕头市第二纸箱包装厂,"116.681892,23.372421",公司企业;工厂;工厂,金平区,大宗前一直巷3号,116.681892,23.372421
494,汕头经济特区自动化电器设备总厂,"116.703870,23.354317",公司企业;工厂;工厂,金平区,滨港路与文化街交叉口西南160米,116.70387,23.354317
495,汕头市虹桥专用机械实业有限公司,"116.688372,23.382984",公司企业;工厂;工厂,金平区,报本路39号,116.688372,23.382984
496,汕头市金平区鑫林塑料包装加工厂,"116.633213,23.381180",公司企业;工厂;工厂,金平区,井中路26号,116.633213,23.38118
497,汕头市瑞祥模具有限公司注塑分厂,"116.675245,23.401566",公司企业;工厂;工厂,金平区,潮阳路与天际路交叉口西北200米,116.675245,23.401566
498,卓航玩具厂,"116.705969,23.394458",公司企业;工厂;工厂,金平区,浮西西宁路北22巷对面高压线厂房3号,116.705969,23.394458
499,鮀浦针织厂,"116.664707,23.403227",公司企业;工厂;工厂,金平区,大学路升平开发区内沿河路5号,116.664707,23.403227
500,海霸王金曼冷冻厂,"116.678925,23.370785",公司企业;工厂;工厂,金平区,潮汕路西2巷3号,116.678925,23.370785
501,汕头市华誉(宇)智能机械有限公司,"116.684291,23.410255",公司企业;工厂;工厂,金平区,揭阳路汕头岐山汽车客运站西侧约160米,116.684291,23.410255
502,汕头经济特区珠南机械厂,"116.671127,23.367659",公司企业;工厂;工厂,金平区,光华北一路与光华北一路直巷交叉口西南40米,116.671127,23.367659
503,铭辉彩板厂,"116.596355,23.423185",公司企业;工厂;工厂,金平区,大学路538号,116.596355,23.423185
504,广东省第二建筑工程有限公司第七工程队,"116.689641,23.369590",公司企业;工厂;工厂,金平区,大华路97号6-9幢附近,116.689641,23.36959
505,汕头市粮油食品机械厂有限公司,"116.68058,23.372386",公司企业;公司;机械电子|公司企业;工厂;工厂,金平区,新岐路3号,116.68058,23.372386
506,汕头东风印刷股份有限公司(A厂),"116.676621,23.39061",公司企业;工厂;工厂,金平区,金园工业区金兴二路新业花纸公司隔壁往,116.676621,23.39061
507,汕头市市政工程总公司预制构件厂,"116.690249,23.382518",公司企业;工厂;工厂,金平区,护堤路96号,116.690249,23.382518
508,汕头市金平区升平星星游乐玩具厂,"116.626007,23.410569",公司企业;工厂;工厂,金平区,大学路245号,116.626007,23.410569
509,广东省第二建筑工程公司综合加工厂,"116.692555,23.386373",公司企业;工厂;工厂,金平区,岐山街道护堤路99号,116.692555,23.386373
510,汕头市金平区腾达日用品制造有限公司,"116.694946,23.409555",公司企业;工厂;工厂,金平区,岐山街道西陇水利路8号之一,116.694946,23.409555
511,汕头市福利医疗器械厂,"116.699682,23.362109",公司企业;工厂;工厂,金平区,长平路29,116.699682,23.362109
512,汕头机械(集团)公司动灵灯箱设备厂,"116.700453,23.377600",公司企业;工厂;工厂,金平区,党校路11号,116.700453,23.3776
513,广东省汕头市电器控制设备厂,"116.695132,23.354611",公司企业;工厂;工厂,金平区,饶平路5号,116.695132,23.354611
514,汕头东风印刷股份有限公司(B厂),"116.679877,23.394326",公司企业;工厂;工厂,金平区,金园工业区,116.679877,23.394326
515,汕头宝马工艺制品厂有限公司,"116.619403,23.408087",公司企业;公司;公司|公司企业;工厂;工厂,金平区,金浦路南50米,116.619403,23.408087
516,汕头市升平区中山不干胶商标厂,"116.701126,23.380387",公司企业;工厂;工厂,金平区,蛇针路机电学校过80米,116.701126,23.380387
517,华达隆生猪定点屠宰厂有限公司,"116.702897,23.398539",公司企业;公司;公司|公司企业;工厂;工厂,金平区,汕樟路梅溪桥旁,116.702897,23.398539
518,汕头超声电子公司覆铜板厂,"116.767838,23.262644",公司企业;工厂;工厂,濠江区,汕头保税区E04地块广东汕头超声电子股份有限公司,116.767838,23.262644
519,汕头比亚迪招聘处,"116.718571,23.255707",公司企业;工厂;工厂,濠江区,珠河北路与达南路交叉口西南80米(一期食堂二楼招聘教室),116.718571,23.255707
520,李老二隔壁纸盒厂,"116.736747,23.280975",公司企业;工厂;工厂,濠江区,达濠中心市场,116.736747,23.280975
521,汕头经济特区华汕包装机械厂,"116.651298,23.310490",公司企业;工厂;工厂,濠江区,河浦大道磊口工业区,116.651298,23.31049
522,平晟石材加工厂,"116.653768,23.319255",公司企业;工厂;工厂,濠江区,濠江区228国道辅路,116.653768,23.319255
523,福满堂家私厂,"116.684209,23.293132",公司企业;工厂;工厂,濠江区,磬石街道珠浦建材市场,116.684209,23.293132
524,美佳床垫厂展厅,"116.716099,23.287341",公司企业;工厂;工厂,濠江区,西墩大园工业区,116.716099,23.287341
525,汕头市濠江区信发羽毛球厂,"116.728982,23.273239",公司企业;工厂;工厂,濠江区,海旁路十横与海旁路交叉口东南80米,116.728982,23.273239
526,汕头市晶华鱼糜食品厂,"116.718055,23.279572",公司企业;工厂;工厂,濠江区,濠江大桥西侧敦煌路1号,116.718055,23.279572
527,汕头君艺机械厂,"116.736961,23.305852",公司企业;工厂;工厂,濠江区,葛州天南路46号,116.736961,23.305852
528,炷源废纸打包厂,"116.674918,23.247944",公司企业;工厂;工厂,濠江区,滨海立交与河浦大道交叉口南280米,116.674918,23.247944
529,濠铭抛光厂,"116.768109,23.272422",公司企业;工厂;工厂,濠江区,广澳街道南湖工业区16,116.768109,23.272422
530,祥泰纸箱厂,"116.758494,23.267291",公司企业;工厂;工厂,濠江区,福兴路汕头技师学院(南校区)南侧约250米,116.758494,23.267291
531,新兴织带制品厂,"116.671844,23.233074",公司企业;工厂;工厂,濠江区,#NAME?,116.671844,23.233074
532,汕头市好食客食品有限公司,"116.697813,23.289209",公司企业;工厂;工厂,濠江区,磊广大道27号,116.697813,23.289209
533,汕头市天虹工艺厂有限公司,"116.733477,23.284206",公司企业;工厂;工厂,濠江区,磊广大道赤港旗幅埠工业区,116.733477,23.284206
534,汕头市濠江区瑞利酿酒厂,"116.716488,23.288325",公司企业;工厂;工厂,濠江区,西墩大园工业区,116.716488,23.288325
535,广东骊虹新材料有限公司,"116.775398,23.249173",公司企业;工厂;工厂,濠江区,广澳街道汕头保税区C12-4地块,116.775398,23.249173
536,广东艺源建设有限公司总厂,"116.679101,23.298641",公司企业;工厂;工厂,濠江区,头村路与磊广大道交叉口东北120米,116.679101,23.298641
537,广东新佳兴包装材料有限公司,"116.790397,23.233117",公司企业;工厂;工厂,濠江区,保税区E1路南端H1,116.790397,23.233117
538,汕头市新鸿泰塑胶有限公司,"116.734140,23.284043",公司企业;工厂;工厂,濠江区,府前路旗幅埠工业区3栋,116.73414,23.284043
539,东辉机械厂(机械加工修理),"116.723906,23.278878",公司企业;工厂;工厂,濠江区,海旁路45号机械厂,116.723906,23.278878
540,汕头市固彩涂装科技有限公司,"116.678269,23.257870",公司企业;工厂;工厂,濠江区,珠河路18号,116.678269,23.25787
541,汕头市金港精机科技有限公司,"116.677876,23.259245",公司企业;工厂;工厂,濠江区,珠河路15号,116.677876,23.259245
542,达濠纸盒厂,"116.680228,23.294243",公司企业;工厂;工厂,濠江区,磊广大道,116.680228,23.294243
543,邦宝益智玩具股份有限公司濠江厂区,"116.680852,23.248868",公司企业;工厂;工厂|公司企业;公司;公司,濠江区,河浦大道纺织工业园,116.680852,23.248868
544,鸿发彩板,"116.705435,23.289194",公司企业;工厂;工厂,濠江区,磊广大道金园加油站往达濠方向300米处,116.705435,23.289194
545,鸿裕制衣厂,"116.731930,23.283468",公司企业;工厂;工厂,濠江区,赤港大兴街2号3层,116.73193,23.283468
546,汕头市濠星印刷有限公司,"116.707895,23.289709",公司企业;工厂;工厂,濠江区,磊广路北侧,116.707895,23.289709
547,汕头市华茂建材厂,"116.664031,23.326907",公司企业;工厂;工厂,濠江区,324国道西150米,116.664031,23.326907
548,广东省汕头市濠江区兴利达工艺礼品厂,"116.719509,23.285098",公司企业;工厂;工厂,濠江区,S337(磊广大道达濠华侨医院旁),116.719509,23.285098
549,艺濠工艺手袋厂,"116.704558,23.263887",公司企业;工厂;工厂,濠江区,大众路嘉利好工业园,116.704558,23.263887
550,汕头市达濠区濠源冷冻制冰厂,"116.731261,23.26692",公司企业;工厂;工厂,濠江区,下尾新码头对面,116.731261,23.26692
551,汕头市金威铭工艺制品厂,"116.683656,23.264679",公司企业;工厂;工厂,濠江区,岗背村玉厂对面,116.683656,23.264679
552,茂兴染整厂,"116.400121,23.352257",公司企业;工厂;工厂,潮阳区,谷饶镇谷贵路,116.400121,23.352257
553,广德泰酒厂,"116.48002,23.245328",公司企业;工厂;工厂,潮阳区,和平镇新风东路和平凤善小学南200米,116.48002,23.245328
554,汕头市潮阳区谷饶雅漫姿针织厂,"116.419048,23.350532",公司企业;工厂;工厂,潮阳区,上堡饶中路156号,116.419048,23.350532
555,永兴针织厂(中绣大厦东南),"116.422871,23.354069",公司企业;工厂;工厂,潮阳区,谷饶镇饶中路泰祥街17号,116.422871,23.354069
556,潮阳区饲料厂,"116.609300,23.267471",公司企业;工厂;工厂,潮阳区,北丹路汕头市潮阳区棉城中学(北区)西侧,116.6093,23.267471
557,盛发家私,"116.595779,23.271109",购物服务;家居建材市场;家具城|公司企业;工厂;工厂,潮阳区,棉兴北路3号,116.595779,23.271109
558,卡森全屋定制(厂),"116.456160,23.289617",公司企业;工厂;工厂,潮阳区,汕湛高速铜盂高速路口右转50米,116.45616,23.289617
559,创艺新针织辅料,"116.509100,23.372065",公司企业;工厂;工厂|公司企业;公司;公司,潮阳区,竹林村戏台后面,116.5091,23.372065
560,汕头市时代振华服饰有限公司,"116.403187,23.353882",公司企业;工厂;工厂,潮阳区,谷饶镇茂二工业区,116.403187,23.353882
561,汕头市潮阳区展盛冷冻厂,"116.624413,23.188393",公司企业;工厂;工厂,潮阳区,海门镇迎宾路,116.624413,23.188393
562,美尔针织内衣厂,"116.389134,23.354372",公司企业;工厂;工厂,潮阳区,S237红黄蓝博狮国际幼儿园南侧约150米,116.389134,23.354372
563,戴娜针织厂,"116.428325,23.340197",公司企业;工厂;工厂|购物服务;购物相关场所;购物相关场所,潮阳区,大坑乡新建桥头下,116.428325,23.340197
