lon_84,lat_84,name,type
116.6890827,23.41926682,朋辉钣金加工厂,gongchang
116.6865874,23.40023113,广盈五金加工厂,gongchang
116.684539,23.40034177,建兴模具厂,gongchang
116.6963715,23.41382946,帝华星日用制品厂,gongchang
116.6855618,23.41398578,天顺激光钣金加工厂,gongchang
116.6950765,23.40814641,盛晔钣金机械厂,gongchang
116.6672196,23.36888007,汕头市金平区荣威机械厂,gongchang
116.6870423,23.41803756,乔林电子厂,gongchang
116.6602509,23.41774486,莱克仕盾门业,gongchang
116.6367114,23.39624154,香汕家具厂,gongchang
116.6868287,23.40347717,HUIFENG标识工艺厂,gongchang
116.667805,23.40300871,维思奇食品有限公司,gongchang
116.7012977,23.39687358,梦驰玩具厂,gongchang
116.6838182,23.40795684,博远机械有限公司,gongchang
116.6921869,23.40339694,锦龙木线厂,gongchang
116.6610314,23.41275112,汕头市金平区明顺塑胶,gongchang
116.6232269,23.40881688,汕头市美源黏胶制品厂,gongchang
116.6575909,23.40406797,永安机械厂,gongchang
116.682713,23.37307404,顺沣钢结构,gongchang
116.6719387,23.42635834,创宏钢化玻璃盖厂,gongchang
116.6824198,23.41654608,中诚五金厂,gongchang
116.6811576,23.41806318,凌云机械厂,gongchang
116.6521423,23.40486692,长河机械,gongchang
116.6670868,23.4326988,鸿利通机械有限公司,gongchang
116.6889809,23.43457195,汕头市荣浩五金加工厂,gongchang
116.6343222,23.39281575,玉润钢筋加工厂,gongchang
116.6861839,23.42234447,崭生五金加工厂,gongchang
116.625226,23.39023059,鸿兴纸桶厂,gongchang
116.6900102,23.42561933,汕头市宝发机械厂,gongchang
116.6822212,23.4175633,信德机床厂,gongchang
116.6109537,23.41971095,钢筋加工场,gongchang
116.6425068,23.41110282,鑫汇机械,gongchang
116.6838974,23.43327413,广东智工科技有限公司,gongchang
116.6881671,23.42856514,蓝兴机械有限公司,gongchang
116.6887579,23.4263624,万顺废纸打包厂,gongchang
116.6877578,23.40037304,汕头市芳喜塑胶有限公司,gongchang
116.6872311,23.39916617,汕头市金平区新湖电器配件厂,gongchang
116.6889301,23.37107236,汕头糖果饼干食品总厂(汕樟路),gongchang
116.6903773,23.42698352,协诚激光切割加工厂,gongchang
116.6122838,23.41203607,汕头宝马工艺制品厂,gongchang
116.589765,23.45076835,莲山采石场,gongchang
116.699441,23.35627824,汕头市金平区舒口食品厂,gongchang
116.6841868,23.3860399,汕头市金平区宏信机械厂,gongchang
116.6722659,23.39557243,汕头金明塑胶设备厂,gongchang
116.6977421,23.39239277,汕头市塑料九厂,gongchang
116.6840284,23.39721021,汕头市金平区达炜机械厂,gongchang
